Time (ms), mass (kg), Velocity (rad/s), Motor_current (A), Voltage (V)
7673,4.00,180.00,6.63,12.51
7683,4.00,180.00,6.44,12.54
7693,4.00,140.00,6.46,12.50
7703,4.00,140.00,6.44,12.50
7713,4.00,140.00,6.51,12.49
7723,4.00,160.00,6.51,12.47
7733,4.00,160.00,6.37,12.54
7747,4.00,200.00,6.31,12.50
7759,4.00,180.00,6.44,12.49
7771,4.00,140.00,6.32,12.52
7786,4.00,120.00,6.36,12.53
7794,4.00,120.00,6.33,12.51
7804,4.00,120.00,6.36,12.52
7815,4.00,140.00,6.28,12.51
7824,4.00,160.00,6.34,12.53
7834,4.00,160.00,6.26,12.53
7844,4.00,140.00,6.35,12.50
7854,4.00,160.00,6.31,12.52
7864,4.00,140.00,6.44,12.53
7873,4.00,120.00,6.38,12.53
7884,4.00,120.00,6.37,12.49
7893,4.00,140.00,6.33,12.52
7903,4.00,120.00,6.36,12.48
7914,4.00,120.00,6.40,12.51
7924,4.00,140.00,6.43,12.52
7935,4.00,140.00,6.37,12.49
7944,4.00,120.00,6.33,12.49
7953,4.00,140.00,6.39,12.49
7964,4.00,140.00,6.44,12.53
7973,4.00,140.00,6.33,12.53
7983,4.00,140.00,6.33,12.49
7993,4.00,140.00,6.35,12.51
8003,4.00,140.00,6.35,12.49
8015,4.00,140.00,6.28,12.50
8024,4.00,140.00,6.32,12.52
8033,4.00,160.00,6.28,12.52
8043,4.00,160.00,6.30,12.51
8053,4.00,140.00,6.30,12.51
8064,4.00,160.00,6.39,12.49
8075,4.00,140.00,6.32,12.52
8084,4.00,120.00,6.31,12.52
8094,4.00,140.00,6.30,12.50
8104,4.00,160.00,6.29,12.52
8114,4.00,140.00,6.32,12.52
8124,4.00,160.00,6.31,12.52
8134,4.00,160.00,6.28,12.52
8144,4.00,160.00,6.30,12.50
8155,4.00,140.00,6.30,12.51
8164,4.00,160.00,6.24,12.53
8174,4.00,140.00,6.24,12.49
8184,4.00,160.00,6.29,12.50
8194,4.00,140.00,6.34,12.50
8203,4.00,140.00,6.32,12.49
8214,4.00,140.00,6.32,12.51
8224,4.00,140.00,6.33,12.50
8234,4.00,140.00,6.31,12.50
8244,4.00,140.00,6.33,12.50
8253,4.00,140.00,6.37,12.50
8263,4.00,120.00,6.40,12.49
8275,4.00,140.00,6.39,12.49
8283,4.00,100.00,6.35,12.49
8293,4.00,120.00,6.37,12.48
8303,4.00,100.00,6.41,12.51
8312,4.00,100.00,6.37,12.49
8322,4.00,100.00,6.41,12.48
8332,4.00,120.00,6.54,12.43
8342,4.00,100.00,6.51,12.49
8351,4.00,120.00,6.59,12.47
8361,4.00,100.00,6.65,12.44
8370,4.00,80.00,6.81,12.42
8381,4.00,80.00,6.85,12.45
8391,4.00,80.00,6.88,12.44
8401,4.00,60.00,6.81,12.45
8411,4.00,80.00,6.82,12.45
8422,4.00,80.00,6.79,12.44
8431,4.00,60.00,6.78,12.46
8442,4.00,60.00,6.85,12.41
8451,4.00,100.00,6.95,12.41
8461,4.00,100.00,7.02,12.42
8471,4.00,100.00,7.02,12.42
8484,4.00,140.00,7.11,12.40
8493,4.00,140.00,7.05,12.44
8503,4.00,120.00,6.99,12.44
8515,4.00,100.00,6.97,12.42
8526,4.00,120.00,7.05,12.43
8536,4.00,100.00,7.05,12.44
8545,4.00,120.00,6.98,12.44
8557,4.00,140.00,6.98,12.42
8567,4.00,180.00,6.95,12.44
8577,4.00,160.00,6.93,12.43
8587,4.00,180.00,6.93,12.47
8597,4.00,180.00,6.85,12.47
8606,4.00,180.00,6.74,12.49
8616,4.00,180.00,6.63,12.47
8626,4.00,200.00,6.55,12.47
8636,4.00,200.00,6.55,12.46
8646,4.00,200.00,6.51,12.48
8655,4.00,200.00,6.49,12.48
8665,4.00,220.00,6.46,12.48
8675,4.00,220.00,6.48,12.48
8684,4.00,220.00,6.34,12.50
8695,4.00,220.00,6.25,12.52
8704,4.00,220.00,6.20,12.52
8714,4.00,200.00,6.19,12.52
8725,4.00,200.00,6.13,12.52
8734,4.00,200.00,6.06,12.53
8744,4.00,220.00,5.90,12.57
8754,4.00,220.00,5.91,12.55
8764,4.00,220.00,5.90,12.53
8774,4.00,200.00,5.86,12.56
8783,4.00,200.00,5.86,12.56
8793,4.00,180.00,5.84,12.54
8804,4.00,180.00,5.81,12.54
8814,4.00,180.00,5.80,12.57
8825,4.00,220.00,5.80,12.53
8835,4.00,200.00,5.84,12.54
8845,4.00,180.00,5.84,12.52
8854,4.00,180.00,5.90,12.49
8865,4.00,180.00,5.92,12.49
8876,4.00,140.00,5.90,12.53
8885,4.00,160.00,5.86,12.56
8895,4.00,180.00,5.86,12.56
8905,4.00,160.00,5.89,12.55
8915,4.00,140.00,5.75,12.50
8924,4.00,140.00,5.81,12.50
8934,4.00,140.00,5.87,12.55
8943,4.00,120.00,5.92,12.53
8953,4.00,140.00,5.90,12.52
8964,4.00,140.00,5.98,12.52
8974,4.00,160.00,5.94,12.53
8984,4.00,140.00,5.96,12.53
8998,4.00,140.00,6.00,12.52
9008,4.00,120.00,6.02,12.50
9023,4.00,120.00,5.98,12.56
9034,4.00,100.00,6.02,12.50
9044,4.00,100.00,6.05,12.52
9053,4.00,100.00,6.04,12.51
9065,4.00,100.00,6.13,12.49
9074,4.00,100.00,6.14,12.52
9086,4.00,100.00,6.17,12.46
9096,4.00,100.00,6.22,12.51
9105,4.00,100.00,6.14,12.52
9115,4.00,100.00,6.11,12.51
9125,4.00,100.00,6.21,12.48
9134,4.00,100.00,6.20,12.50
9144,4.00,80.00,6.13,12.53
9153,4.00,80.00,6.27,12.46
9163,4.00,80.00,6.33,12.50
9174,4.00,80.00,6.25,12.50
9185,4.00,80.00,6.39,12.45
9194,4.00,100.00,6.41,12.49
9207,4.00,100.00,6.39,12.47
9216,4.00,100.00,6.51,12.45
9225,4.00,100.00,6.46,12.49
9235,4.00,100.00,6.54,12.42
9244,4.00,100.00,6.67,12.44
9254,4.00,120.00,6.60,12.47
9264,4.00,120.00,6.69,12.44
9273,4.00,120.00,6.68,12.45
9284,4.00,120.00,6.81,12.39
9294,4.00,120.00,6.87,12.43
9308,4.00,100.00,6.71,12.47
9317,4.00,100.00,6.76,12.44
9331,4.00,100.00,6.68,12.47
9341,4.00,120.00,6.76,12.41
9351,4.00,120.00,6.76,12.45
9361,4.00,120.00,6.85,12.36
9371,4.00,120.00,6.86,12.44
9382,4.00,120.00,6.76,12.46
9390,4.00,100.00,6.85,12.39
9400,4.00,100.00,6.89,12.42
9413,4.00,100.00,6.79,12.40
9421,4.00,100.00,6.87,12.40
9431,4.00,100.00,6.81,12.46
9441,4.00,80.00,6.72,12.45
9450,4.00,80.00,6.83,12.39
9460,4.00,80.00,6.95,12.40
9469,4.00,80.00,6.98,12.38
9479,4.00,100.00,7.01,12.42
9488,4.00,100.00,7.01,12.39
9498,4.00,120.00,7.16,12.38
9508,4.00,120.00,7.16,12.39
9523,4.00,140.00,7.13,12.39
9534,4.00,100.00,7.14,12.41
9543,4.00,120.00,7.11,12.39
9554,4.00,120.00,7.16,12.43
9565,4.00,120.00,7.08,12.41
9574,4.00,120.00,7.07,12.40
9588,4.00,140.00,7.02,12.42
9597,4.00,120.00,6.99,12.41
9607,4.00,140.00,7.00,12.42
9620,4.00,140.00,6.97,12.41
9629,4.00,160.00,6.98,12.40
9639,4.00,160.00,7.02,12.41
9649,4.00,160.00,6.94,12.43
9660,4.00,160.00,6.92,12.41
9669,4.00,140.00,6.94,12.39
9679,4.00,180.00,6.90,12.43
9691,4.00,160.00,6.91,12.42
9703,4.00,180.00,6.90,12.42
9714,4.00,200.00,6.81,12.45
9728,4.00,160.00,6.72,12.45
9737,4.00,180.00,6.61,12.47
9749,4.00,180.00,6.59,12.45
9759,4.00,160.00,6.54,12.45
9769,4.00,160.00,6.58,12.46
9779,4.00,180.00,6.50,12.47
9790,4.00,180.00,6.48,12.46
9799,4.00,180.00,6.49,12.47
9809,4.00,200.00,6.46,12.45
9819,4.00,200.00,6.49,12.46
9831,4.00,200.00,6.52,12.47
9839,4.00,200.00,6.49,12.45
9850,4.00,200.00,6.45,12.47
9860,4.00,200.00,6.45,12.47
9868,4.00,200.00,6.39,12.48
9878,4.00,200.00,6.31,12.50
9888,4.00,200.00,6.25,12.50
9897,4.00,180.00,6.23,12.49
9909,4.00,160.00,6.15,12.50
9918,4.00,160.00,6.17,12.50
9928,4.00,160.00,6.13,12.50
9946,4.00,180.00,6.09,12.51
9956,4.00,200.00,6.03,12.52
9966,4.00,200.00,6.03,12.54
9975,4.00,200.00,5.96,12.52
9984,4.00,180.00,5.93,12.53
9994,4.00,180.00,5.86,12.54
10004,4.00,180.00,5.85,12.52
10017,4.00,180.00,5.82,12.53
10027,4.00,180.00,5.85,12.53
10036,4.00,180.00,5.78,12.53
10051,4.00,180.00,5.84,12.52
10060,4.00,140.00,5.84,12.52
10070,4.00,140.00,5.85,12.52
10079,4.00,140.00,5.81,12.52
10092,4.00,160.00,5.82,12.54
10101,4.00,160.00,5.86,12.50
10112,4.00,160.00,5.84,12.54
10122,4.00,140.00,5.85,12.51
10132,4.00,120.00,5.93,12.51
10144,4.00,120.00,5.86,12.53
10153,4.00,100.00,5.93,12.49
10163,4.00,120.00,5.92,12.53
10173,4.00,120.00,5.97,12.49
10183,4.00,120.00,5.97,12.52
10193,4.00,140.00,6.03,12.47
10203,4.00,140.00,6.16,12.48
10212,4.00,100.00,6.15,12.50
10222,4.00,100.00,6.22,12.45
10232,4.00,100.00,6.34,12.46
10242,4.00,80.00,6.31,12.48
10251,4.00,100.00,6.44,12.43
10260,4.00,120.00,6.46,12.47
10270,4.00,100.00,6.38,12.48
10280,4.00,100.00,6.39,12.45
10291,4.00,80.00,6.52,12.42
10301,4.00,80.00,6.59,12.43
10310,4.00,60.00,6.66,12.41
10320,4.00,60.00,6.76,12.40
10330,4.00,80.00,6.79,12.42
10340,4.00,100.00,6.87,12.35
10350,4.00,100.00,6.98,12.40
10359,4.00,100.00,6.88,12.44
10369,4.00,100.00,6.83,12.42
10380,4.00,100.00,6.94,12.37
10390,4.00,80.00,6.95,12.41
10400,4.00,80.00,6.84,12.44
10409,4.00,80.00,6.89,12.36
10419,4.00,80.00,7.10,12.36
10429,4.00,80.00,7.02,12.41
10439,4.00,100.00,7.04,12.36
10448,4.00,100.00,7.15,12.37
10459,4.00,100.00,7.13,12.36
10469,4.00,100.00,7.20,12.37
10479,4.00,100.00,7.14,12.38
10488,4.00,120.00,7.14,12.37
10497,4.00,120.00,7.20,12.37
10508,4.00,140.00,7.09,12.40
10516,4.00,140.00,7.18,12.36
10526,4.00,140.00,7.12,12.39
10537,4.00,120.00,7.17,12.36
10548,4.00,140.00,7.08,12.43
10558,4.00,120.00,7.03,12.39
10568,4.00,140.00,6.96,12.39
10579,4.00,160.00,6.98,12.39
10589,4.00,180.00,6.92,12.41
10601,4.00,160.00,6.97,12.39
10610,4.00,180.00,6.91,12.41
10620,4.00,160.00,6.81,12.44
10630,4.00,160.00,6.81,12.39
10640,4.00,160.00,6.76,12.42
10649,4.00,180.00,6.63,12.47
10659,4.00,180.00,6.63,12.44
10671,4.00,180.00,6.63,12.43
10680,4.00,200.00,6.51,12.46
10689,4.00,200.00,6.59,12.43
10699,4.00,200.00,6.50,12.45
10710,4.00,180.00,6.50,12.46
10719,4.00,180.00,6.50,12.42
10730,4.00,180.00,6.49,12.42
10739,4.00,160.00,6.49,12.47
10749,4.00,160.00,6.48,12.45
10759,4.00,180.00,6.46,12.42
10769,4.00,180.00,6.46,12.42
10778,4.00,180.00,6.41,12.48
10789,4.00,200.00,6.44,12.44
10799,4.00,200.00,6.40,12.45
10808,4.00,180.00,6.28,12.49
10818,4.00,180.00,6.27,12.48
10828,4.00,180.00,6.22,12.48
10838,4.00,180.00,6.19,12.48
10850,4.00,180.00,6.20,12.49
10859,4.00,180.00,6.17,12.49
10869,4.00,180.00,6.13,12.47
10879,4.00,180.00,6.15,12.47
10888,4.00,160.00,6.10,12.51
10897,4.00,140.00,6.11,12.45
10907,4.00,160.00,6.12,12.49
10916,4.00,160.00,6.13,12.47
10926,4.00,160.00,6.17,12.47
10935,4.00,160.00,6.11,12.50
10946,4.00,160.00,6.01,12.51
10956,4.00,140.00,5.96,12.52
10967,4.00,120.00,6.05,12.47
10977,4.00,120.00,6.13,12.46
10990,4.00,120.00,6.12,12.48
11000,4.00,140.00,6.13,12.47
11012,4.00,160.00,6.15,12.46
11025,4.00,160.00,6.22,12.46
11036,4.00,160.00,6.20,12.48
11050,4.00,120.00,6.19,12.47
11058,4.00,100.00,6.23,12.45
11068,4.00,100.00,6.22,12.49
11079,4.00,80.00,6.17,12.48
11089,4.00,100.00,6.19,12.48
11099,4.00,140.00,6.19,12.47
11108,4.00,140.00,6.32,12.41
11118,4.00,140.00,6.34,12.45
11128,4.00,140.00,6.36,12.44
11137,4.00,120.00,6.36,12.45
11147,4.00,100.00,6.39,12.45
11157,4.00,100.00,6.44,12.43
11167,4.00,100.00,6.46,12.44
11177,4.00,120.00,6.46,12.44
11186,4.00,120.00,6.53,12.41
11196,4.00,120.00,6.58,12.42
11207,4.00,120.00,6.69,12.38
11216,4.00,120.00,6.67,12.43
11226,4.00,100.00,6.69,12.40
11236,4.00,120.00,6.74,12.42
11246,4.00,120.00,6.67,12.43
11256,4.00,120.00,6.66,12.42
11266,4.00,120.00,6.67,12.42
11275,4.00,120.00,6.72,12.40
11284,4.00,120.00,6.72,12.41
11294,4.00,120.00,6.65,12.42
11304,4.00,120.00,6.70,12.41
11314,4.00,120.00,6.67,12.42
11324,4.00,120.00,6.69,12.41
11335,4.00,100.00,6.67,12.43
11344,4.00,120.00,6.75,12.38
11354,4.00,120.00,6.69,12.43
11364,4.00,140.00,6.69,12.39
11373,4.00,140.00,6.72,12.40
11383,4.00,140.00,6.68,12.43
11393,4.00,120.00,6.75,12.38
11403,4.00,120.00,6.71,12.44
11413,4.00,100.00,6.61,12.42
11423,4.00,100.00,6.64,12.42
11433,4.00,120.00,6.61,12.40
11442,4.00,120.00,6.57,12.45
11453,4.00,140.00,6.66,12.39
11463,4.00,140.00,6.63,12.44
11472,4.00,160.00,6.63,12.40
11482,4.00,140.00,6.62,12.44
11493,4.00,160.00,6.62,12.41
11504,4.00,140.00,6.54,12.47
11515,4.00,160.00,6.54,12.42
11526,4.00,140.00,6.50,12.43
11536,4.00,160.00,6.52,12.43
11550,4.00,160.00,6.54,12.41
11558,4.00,160.00,6.49,12.45
11568,4.00,160.00,6.53,12.44
11577,4.00,180.00,6.48,12.41
11587,4.00,160.00,6.46,12.45
11597,4.00,160.00,6.48,12.41
11607,4.00,160.00,6.46,12.45
11617,4.00,160.00,6.50,12.44
11627,4.00,160.00,6.50,12.42
11637,4.00,180.00,6.45,12.43
11646,4.00,180.00,6.48,12.44
11657,4.00,200.00,6.52,12.42
11667,4.00,200.00,6.39,12.49
11676,4.00,180.00,6.31,12.45
11686,4.00,160.00,6.28,12.47
11696,4.00,160.00,6.28,12.46
11706,4.00,140.00,6.24,12.49
11716,4.00,140.00,6.16,12.49
11726,4.00,160.00,6.18,12.43
11736,4.00,160.00,6.20,12.48
11745,4.00,160.00,6.19,12.44
11756,4.00,160.00,6.19,12.49
11765,4.00,160.00,6.17,12.49
11775,4.00,140.00,6.19,12.44
11785,4.00,160.00,6.19,12.48
11795,4.00,140.00,6.26,12.44
11805,4.00,160.00,6.24,12.48
11815,4.00,140.00,6.32,12.43
11825,4.00,160.00,6.24,12.49
11834,4.00,140.00,6.29,12.44
11844,4.00,160.00,6.24,12.46
11854,4.00,140.00,6.34,12.44
11863,4.00,160.00,6.24,12.49
11874,4.00,120.00,6.26,12.44
11884,4.00,140.00,6.23,12.48
11893,4.00,120.00,6.27,12.44
11903,4.00,140.00,6.24,12.44
11912,4.00,120.00,6.25,12.48
11922,4.00,160.00,6.24,12.43
11932,4.00,160.00,6.29,12.45
