Time (ms), mass (kg), Velocity (rad/s), Motor_current (A), Voltage (V)
7311,1.00,160.00,1.33,13.75
7322,1.00,140.00,1.34,13.75
7331,1.00,140.00,1.33,13.75
7341,1.00,140.00,1.34,13.75
7351,1.00,160.00,1.33,13.75
7361,1.00,140.00,1.33,13.75
7372,1.00,140.00,1.35,13.74
7381,1.00,140.00,1.35,13.74
7391,1.00,140.00,1.38,13.74
7401,1.00,140.00,1.35,13.75
7411,1.00,140.00,1.35,13.74
7421,1.00,160.00,1.35,13.75
7431,1.00,140.00,1.36,13.74
7440,1.00,160.00,1.35,13.75
7451,1.00,140.00,1.33,13.74
7460,1.00,160.00,1.36,13.75
7469,1.00,140.00,1.34,13.75
7479,1.00,140.00,1.35,13.75
7490,1.00,140.00,1.33,13.74
7500,1.00,140.00,1.36,13.75
7511,1.00,140.00,1.34,13.75
7523,1.00,160.00,1.33,13.75
7536,1.00,160.00,1.35,13.74
7552,1.00,160.00,1.35,13.74
7562,1.00,140.00,1.37,13.74
7572,1.00,120.00,1.38,13.73
7581,1.00,140.00,1.38,13.75
7593,1.00,120.00,1.38,13.73
7603,1.00,140.00,1.38,13.74
7614,1.00,140.00,1.39,13.75
7623,1.00,160.00,1.38,13.74
7634,1.00,160.00,1.38,13.74
7645,1.00,160.00,1.40,13.73
7653,1.00,160.00,1.38,13.75
7663,1.00,180.00,1.38,13.74
7673,1.00,160.00,1.36,13.74
7683,1.00,160.00,1.36,13.75
7693,1.00,160.00,1.35,13.74
7704,1.00,160.00,1.34,13.74
7714,1.00,160.00,1.34,13.75
7724,1.00,180.00,1.35,13.74
7733,1.00,180.00,1.36,13.74
7743,1.00,200.00,1.37,13.75
7753,1.00,180.00,1.37,13.74
7763,1.00,180.00,1.35,13.75
7773,1.00,180.00,1.29,13.77
7783,1.00,180.00,1.27,13.76
7793,1.00,180.00,1.25,13.75
7804,1.00,200.00,1.25,13.76
7814,1.00,200.00,1.24,13.75
7827,1.00,180.00,1.21,13.77
7837,1.00,180.00,1.23,13.75
7850,1.00,160.00,1.22,13.76
7860,1.00,160.00,1.21,13.75
7870,1.00,180.00,1.22,13.75
7879,1.00,160.00,1.21,13.76
7888,1.00,160.00,1.23,13.76
7898,1.00,160.00,1.24,13.75
7907,1.00,160.00,1.25,13.75
7918,1.00,160.00,1.24,13.76
7931,1.00,160.00,1.23,13.75
7940,1.00,160.00,1.24,13.76
7950,1.00,180.00,1.21,13.76
7960,1.00,180.00,1.22,13.74
7969,1.00,160.00,1.24,13.74
7979,1.00,180.00,1.25,13.76
7989,1.00,160.00,1.27,13.74
7998,1.00,160.00,1.25,13.76
8008,1.00,160.00,1.28,13.75
8016,1.00,160.00,1.25,13.75
8028,1.00,160.00,1.25,13.75
8038,1.00,160.00,1.27,13.74
8048,1.00,160.00,1.25,13.77
8062,1.00,140.00,1.21,13.75
8072,1.00,160.00,1.24,13.76
8082,1.00,140.00,1.25,13.75
8092,1.00,140.00,1.23,13.76
8101,1.00,120.00,1.25,13.75
8111,1.00,120.00,1.25,13.76
8120,1.00,120.00,1.25,13.74
8130,1.00,120.00,1.27,13.76
8140,1.00,120.00,1.25,13.75
8150,1.00,140.00,1.25,13.75
8160,1.00,140.00,1.26,13.75
8170,1.00,120.00,1.25,13.75
8180,1.00,120.00,1.28,13.75
8189,1.00,140.00,1.25,13.76
8198,1.00,120.00,1.25,13.76
8209,1.00,120.00,1.22,13.76
8219,1.00,140.00,1.25,13.75
8228,1.00,140.00,1.22,13.76
8238,1.00,120.00,1.24,13.75
8249,1.00,140.00,1.23,13.76
8259,1.00,140.00,1.25,13.74
8268,1.00,120.00,1.25,13.75
8277,1.00,120.00,1.25,13.75
8287,1.00,120.00,1.26,13.75
8296,1.00,120.00,1.25,13.75
8306,1.00,120.00,1.28,13.74
8316,1.00,120.00,1.26,13.76
8326,1.00,120.00,1.26,13.75
8337,1.00,120.00,1.27,13.75
8347,1.00,100.00,1.26,13.75
8356,1.00,120.00,1.30,13.74
8368,1.00,120.00,1.28,13.75
8378,1.00,120.00,1.27,13.75
8388,1.00,120.00,1.28,13.75
8397,1.00,120.00,1.27,13.75
8407,1.00,100.00,1.29,13.74
8418,1.00,100.00,1.28,13.75
8427,1.00,100.00,1.30,13.73
8436,1.00,100.00,1.35,13.73
8446,1.00,100.00,1.37,13.74
8456,1.00,100.00,1.39,13.73
8468,1.00,120.00,1.41,13.73
8476,1.00,120.00,1.41,13.73
8486,1.00,120.00,1.41,13.73
8495,1.00,120.00,1.41,13.74
8505,1.00,120.00,1.41,13.73
8515,1.00,120.00,1.39,13.74
8526,1.00,120.00,1.39,13.73
8535,1.00,120.00,1.41,13.73
8546,1.00,120.00,1.41,13.73
8555,1.00,140.00,1.42,13.73
8569,1.00,120.00,1.41,13.73
8578,1.00,140.00,1.40,13.73
8588,1.00,140.00,1.40,13.73
8598,1.00,160.00,1.38,13.74
8608,1.00,140.00,1.37,13.74
8618,1.00,160.00,1.37,13.73
8631,1.00,140.00,1.37,13.74
8641,1.00,160.00,1.36,13.74
8652,1.00,140.00,1.34,13.73
8661,1.00,160.00,1.35,13.74
8671,1.00,140.00,1.35,13.74
8681,1.00,160.00,1.34,13.74
8691,1.00,160.00,1.34,13.73
8701,1.00,160.00,1.33,13.74
8712,1.00,160.00,1.34,13.74
8722,1.00,160.00,1.34,13.73
8732,1.00,160.00,1.35,13.73
8740,1.00,140.00,1.37,13.73
8750,1.00,160.00,1.36,13.73
8761,1.00,160.00,1.36,13.75
8770,1.00,180.00,1.34,13.75
8780,1.00,160.00,1.31,13.75
8789,1.00,180.00,1.28,13.75
8799,1.00,180.00,1.27,13.74
8810,1.00,160.00,1.25,13.75
8820,1.00,160.00,1.24,13.75
8829,1.00,160.00,1.23,13.75
8839,1.00,160.00,1.23,13.75
8849,1.00,160.00,1.21,13.75
8859,1.00,160.00,1.22,13.75
8869,1.00,140.00,1.25,13.74
8878,1.00,160.00,1.25,13.75
8891,1.00,140.00,1.24,13.74
8901,1.00,120.00,1.25,13.74
8911,1.00,120.00,1.27,13.74
8920,1.00,120.00,1.28,13.75
8930,1.00,120.00,1.28,13.75
8939,1.00,120.00,1.26,13.74
8949,1.00,120.00,1.28,13.74
8959,1.00,140.00,1.29,13.74
8968,1.00,140.00,1.28,13.75
8978,1.00,140.00,1.28,13.74
8988,1.00,140.00,1.27,13.75
9001,1.00,160.00,1.29,13.75
9012,1.00,140.00,1.28,13.74
9019,1.00,140.00,1.28,13.74
9034,1.00,120.00,1.29,13.73
9046,1.00,120.00,1.30,13.74
9055,1.00,120.00,1.27,13.75
9064,1.00,120.00,1.29,13.74
9076,1.00,120.00,1.33,13.73
9087,1.00,140.00,1.37,13.73
9095,1.00,140.00,1.33,13.74
9106,1.00,140.00,1.33,13.74
9115,1.00,140.00,1.31,13.74
9124,1.00,120.00,1.32,13.74
9134,1.00,120.00,1.33,13.74
9146,1.00,140.00,1.34,13.73
9155,1.00,160.00,1.37,13.73
9167,1.00,180.00,1.30,13.75
9178,1.00,200.00,1.29,13.75
9189,1.00,180.00,1.28,13.74
9199,1.00,180.00,1.26,13.75
9209,1.00,160.00,1.25,13.74
9217,1.00,160.00,1.22,13.75
9228,1.00,160.00,1.22,13.75
9237,1.00,180.00,1.20,13.75
9248,1.00,160.00,1.19,13.76
9257,1.00,180.00,1.20,13.75
9268,1.00,180.00,1.20,13.75
9276,1.00,160.00,1.20,13.75
9286,1.00,160.00,1.22,13.74
9296,1.00,160.00,1.24,13.75
9306,1.00,160.00,1.23,13.75
9316,1.00,160.00,1.20,13.76
9324,1.00,160.00,1.22,13.75
9334,1.00,160.00,1.20,13.75
9344,1.00,160.00,1.20,13.75
9354,1.00,180.00,1.22,13.74
9364,1.00,160.00,1.23,13.75
9376,1.00,160.00,1.22,13.75
9386,1.00,140.00,1.21,13.75
9395,1.00,140.00,1.22,13.74
9404,1.00,140.00,1.21,13.76
9415,1.00,140.00,1.21,13.75
9428,1.00,160.00,1.20,13.76
9439,1.00,160.00,1.22,13.74
9450,1.00,160.00,1.21,13.75
9459,1.00,160.00,1.23,13.75
9469,1.00,160.00,1.20,13.76
9480,1.00,140.00,1.19,13.76
9490,1.00,140.00,1.17,13.75
9504,1.00,120.00,1.21,13.75
9517,1.00,140.00,1.25,13.73
9528,1.00,140.00,1.23,13.76
9535,1.00,140.00,1.26,13.73
9549,1.00,140.00,1.25,13.75
9555,1.00,140.00,1.29,13.73
9564,1.00,140.00,1.27,13.75
9576,1.00,140.00,1.26,13.74
9591,1.00,120.00,1.26,13.74
9603,1.00,140.00,1.26,13.75
9613,1.00,120.00,1.24,13.75
9622,1.00,140.00,1.25,13.74
9631,1.00,140.00,1.24,13.75
9642,1.00,140.00,1.28,13.74
9652,1.00,120.00,1.27,13.74
9666,1.00,140.00,1.28,13.73
9676,1.00,120.00,1.27,13.74
9684,1.00,120.00,1.27,13.74
9695,1.00,120.00,1.29,13.74
9704,1.00,120.00,1.26,13.75
9713,1.00,120.00,1.28,13.74
9724,1.00,120.00,1.26,13.74
9733,1.00,120.00,1.28,13.73
9743,1.00,120.00,1.29,13.74
9753,1.00,140.00,1.27,13.74
9763,1.00,120.00,1.28,13.74
9773,1.00,120.00,1.28,13.74
9782,1.00,120.00,1.29,13.74
9792,1.00,120.00,1.27,13.75
9802,1.00,100.00,1.26,13.74
9811,1.00,100.00,1.28,13.74
9821,1.00,120.00,1.28,13.75
9831,1.00,120.00,1.27,13.74
9841,1.00,120.00,1.27,13.75
9851,1.00,120.00,1.26,13.75
9861,1.00,120.00,1.27,13.74
9871,1.00,100.00,1.25,13.75
9881,1.00,100.00,1.29,13.73
9891,1.00,100.00,1.32,13.73
9901,1.00,120.00,1.32,13.73
9911,1.00,120.00,1.36,13.73
9922,1.00,120.00,1.37,13.72
9933,1.00,140.00,1.37,13.73
9943,1.00,140.00,1.37,13.73
9953,1.00,140.00,1.37,13.73
9963,1.00,140.00,1.38,13.73
9972,1.00,160.00,1.34,13.74
9983,1.00,160.00,1.29,13.74
9993,1.00,160.00,1.28,13.74
10003,1.00,140.00,1.27,13.74
10015,1.00,160.00,1.25,13.74
10026,1.00,120.00,1.25,13.74
10036,1.00,120.00,1.28,13.73
10045,1.00,100.00,1.31,13.73
10055,1.00,100.00,1.37,13.72
10065,1.00,100.00,1.38,13.73
10074,1.00,100.00,1.39,13.72
10083,1.00,100.00,1.42,13.72
10099,1.00,100.00,1.42,13.73
10109,1.00,100.00,1.42,13.72
10118,1.00,100.00,1.44,13.73
10128,1.00,100.00,1.42,13.73
10139,1.00,100.00,1.42,13.72
10148,1.00,120.00,1.41,13.73
10158,1.00,120.00,1.42,13.72
10168,1.00,140.00,1.40,13.73
10178,1.00,140.00,1.41,13.72
10187,1.00,160.00,1.40,13.73
10197,1.00,140.00,1.39,13.73
10207,1.00,160.00,1.38,13.73
10217,1.00,160.00,1.38,13.73
10229,1.00,160.00,1.38,13.73
10238,1.00,160.00,1.36,13.73
10247,1.00,180.00,1.38,13.73
10263,1.00,160.00,1.37,13.73
10275,1.00,160.00,1.38,13.72
10284,1.00,180.00,1.38,13.72
10294,1.00,180.00,1.38,13.73
10305,1.00,160.00,1.34,13.73
10314,1.00,180.00,1.37,13.73
10324,1.00,160.00,1.35,13.73
10333,1.00,160.00,1.30,13.74
10344,1.00,160.00,1.30,13.73
10353,1.00,160.00,1.29,13.73
10363,1.00,160.00,1.29,13.74
10373,1.00,160.00,1.27,13.73
10383,1.00,160.00,1.26,13.74
10392,1.00,140.00,1.28,13.73
10403,1.00,160.00,1.26,13.75
10413,1.00,140.00,1.27,13.73
10423,1.00,140.00,1.26,13.75
10433,1.00,140.00,1.27,13.73
10443,1.00,140.00,1.25,13.75
10453,1.00,140.00,1.26,13.73
10463,1.00,140.00,1.25,13.74
10473,1.00,160.00,1.26,13.74
10483,1.00,140.00,1.25,13.74
10493,1.00,160.00,1.27,13.74
10503,1.00,140.00,1.26,13.73
10514,1.00,160.00,1.29,13.73
10525,1.00,140.00,1.26,13.74
10534,1.00,140.00,1.28,13.73
10544,1.00,140.00,1.29,13.73
10554,1.00,160.00,1.25,13.75
10566,1.00,160.00,1.25,13.74
10575,1.00,160.00,1.25,13.74
10584,1.00,160.00,1.24,13.74
10594,1.00,160.00,1.23,13.74
10611,1.00,160.00,1.22,13.74
10620,1.00,160.00,1.22,13.75
10631,1.00,140.00,1.20,13.75
10641,1.00,160.00,1.18,13.75
10651,1.00,160.00,1.18,13.74
10661,1.00,160.00,1.20,13.74
10670,1.00,160.00,1.20,13.74
10680,1.00,160.00,1.21,13.74
10693,1.00,160.00,1.24,13.74
10703,1.00,140.00,1.21,13.74
10713,1.00,160.00,1.21,13.75
10724,1.00,140.00,1.21,13.74
10734,1.00,160.00,1.21,13.75
10744,1.00,140.00,1.21,13.74
10753,1.00,160.00,1.20,13.74
10764,1.00,140.00,1.23,13.73
10774,1.00,160.00,1.22,13.75
10783,1.00,140.00,1.22,13.75
10793,1.00,160.00,1.21,13.74
10804,1.00,140.00,1.23,13.74
10818,1.00,160.00,1.21,13.74
10827,1.00,160.00,1.21,13.75
10837,1.00,160.00,1.21,13.73
10846,1.00,160.00,1.22,13.75
10856,1.00,160.00,1.24,13.73
10866,1.00,160.00,1.23,13.74
10875,1.00,140.00,1.25,13.73
10885,1.00,140.00,1.25,13.74
10895,1.00,140.00,1.24,13.74
10906,1.00,140.00,1.21,13.75
10916,1.00,140.00,1.23,13.73
10925,1.00,160.00,1.22,13.75
10935,1.00,140.00,1.24,13.73
10945,1.00,140.00,1.23,13.74
10955,1.00,140.00,1.25,13.73
10965,1.00,140.00,1.25,13.74
10975,1.00,120.00,1.25,13.74
10984,1.00,120.00,1.26,13.74
10994,1.00,140.00,1.25,13.74
11004,1.00,140.00,1.29,13.73
11015,1.00,120.00,1.26,13.74
11029,1.00,120.00,1.28,13.73
11037,1.00,100.00,1.29,13.73
11047,1.00,120.00,1.29,13.73
11056,1.00,120.00,1.31,13.73
11066,1.00,120.00,1.29,13.74
11075,1.00,120.00,1.30,13.73
11086,1.00,120.00,1.29,13.74
11095,1.00,100.00,1.29,13.73
11105,1.00,120.00,1.30,13.74
11118,1.00,120.00,1.28,13.74
11129,1.00,120.00,1.29,13.73
11139,1.00,120.00,1.27,13.74
11148,1.00,120.00,1.29,13.73
11158,1.00,120.00,1.29,13.74
11167,1.00,120.00,1.28,13.73
11177,1.00,120.00,1.29,13.73
11188,1.00,120.00,1.29,13.73
11198,1.00,120.00,1.32,13.73
11209,1.00,120.00,1.29,13.74
11218,1.00,100.00,1.30,13.73
11227,1.00,120.00,1.30,13.74
11238,1.00,120.00,1.29,13.73
11248,1.00,120.00,1.30,13.73
11258,1.00,120.00,1.29,13.73
11267,1.00,120.00,1.29,13.73
11277,1.00,120.00,1.29,13.74
11287,1.00,120.00,1.29,13.73
11296,1.00,120.00,1.34,13.72
11307,1.00,100.00,1.37,13.72
11317,1.00,140.00,1.40,13.72
11327,1.00,120.00,1.40,13.72
11338,1.00,140.00,1.43,13.72
11347,1.00,140.00,1.42,13.72
11358,1.00,140.00,1.43,13.72
11368,1.00,140.00,1.42,13.72
11377,1.00,160.00,1.42,13.73
11388,1.00,160.00,1.38,13.73
11398,1.00,160.00,1.33,13.73
11408,1.00,180.00,1.31,13.74
11418,1.00,160.00,1.29,13.73
11427,1.00,160.00,1.29,13.74
11437,1.00,140.00,1.26,13.73
11446,1.00,160.00,1.25,13.74
11457,1.00,140.00,1.24,13.73
11467,1.00,160.00,1.24,13.74
11476,1.00,140.00,1.25,13.73
11486,1.00,160.00,1.25,13.74
11496,1.00,140.00,1.27,13.73
11506,1.00,140.00,1.27,13.73
11516,1.00,140.00,1.28,13.73
11526,1.00,140.00,1.27,13.74
11536,1.00,120.00,1.27,13.73
11545,1.00,140.00,1.27,13.74
11554,1.00,140.00,1.29,13.73
11564,1.00,140.00,1.25,13.74
11574,1.00,140.00,1.27,13.73
11584,1.00,160.00,1.25,13.73
11593,1.00,160.00,1.26,13.74
11604,1.00,140.00,1.25,13.73
11613,1.00,160.00,1.27,13.73
11629,1.00,140.00,1.26,13.73
11639,1.00,140.00,1.28,13.73
11648,1.00,160.00,1.25,13.73
11657,1.00,140.00,1.27,13.73
11667,1.00,140.00,1.28,13.73
11677,1.00,140.00,1.28,13.73
11687,1.00,140.00,1.27,13.73
11697,1.00,120.00,1.28,13.73
11707,1.00,120.00,1.28,13.73
11718,1.00,140.00,1.30,13.73
11729,1.00,120.00,1.28,13.74
11740,1.00,120.00,1.29,13.74
11750,1.00,140.00,1.26,13.73
11759,1.00,140.00,1.28,13.73
11769,1.00,140.00,1.25,13.74
11779,1.00,160.00,1.27,13.73
11790,1.00,160.00,1.26,13.73
11799,1.00,140.00,1.28,13.73
11810,1.00,160.00,1.25,13.73
11820,1.00,140.00,1.27,13.73
11830,1.00,140.00,1.25,13.74
11840,1.00,140.00,1.25,13.73
11850,1.00,160.00,1.24,13.74
11860,1.00,140.00,1.23,13.73
11870,1.00,160.00,1.25,13.74
11880,1.00,140.00,1.25,13.73
11890,1.00,160.00,1.25,13.73
11899,1.00,140.00,1.25,13.73
11910,1.00,160.00,1.27,13.74
11919,1.00,160.00,1.25,13.74
11928,1.00,160.00,1.25,13.74
11938,1.00,160.00,1.26,13.73
11948,1.00,180.00,1.23,13.74
11958,1.00,160.00,1.23,13.74
11968,1.00,160.00,1.23,13.73
11977,1.00,160.00,1.24,13.74
11990,1.00,160.00,1.21,13.74
12000,1.00,140.00,1.21,13.73
12010,1.00,160.00,1.21,13.75
12021,1.00,140.00,1.21,13.73
12034,1.00,160.00,1.20,13.74
12046,1.00,160.00,1.23,13.73
12055,1.00,160.00,1.22,13.73
12064,1.00,160.00,1.23,13.74
12074,1.00,140.00,1.22,13.73
12084,1.00,140.00,1.24,13.74
12094,1.00,140.00,1.22,13.74
12105,1.00,160.00,1.20,13.74
12114,1.00,160.00,1.20,13.73
12124,1.00,160.00,1.20,13.75
12138,1.00,160.00,1.20,13.73
12148,1.00,140.00,1.20,13.74
12158,1.00,160.00,1.23,13.73
12168,1.00,160.00,1.20,13.76
12177,1.00,160.00,1.16,13.75
12187,1.00,140.00,1.14,13.75
12197,1.00,140.00,1.19,13.73
12210,1.00,140.00,1.20,13.73
12219,1.00,120.00,1.20,13.73
12228,1.00,140.00,1.21,13.74
12238,1.00,140.00,1.26,13.72
12248,1.00,140.00,1.27,13.73
12258,1.00,140.00,1.28,13.73
12268,1.00,140.00,1.28,13.73
12278,1.00,120.00,1.27,13.73
12287,1.00,120.00,1.28,13.73
12297,1.00,140.00,1.25,13.73
12307,1.00,120.00,1.25,13.74
12316,1.00,140.00,1.25,13.73
12326,1.00,160.00,1.25,13.74
12337,1.00,160.00,1.20,13.75
12346,1.00,140.00,1.18,13.75
12357,1.00,140.00,1.20,13.73
12366,1.00,120.00,1.24,13.73
12376,1.00,120.00,1.23,13.74
12387,1.00,120.00,1.25,13.73
12395,1.00,120.00,1.23,13.74
12406,1.00,140.00,1.26,13.72
12415,1.00,140.00,1.26,13.73
12425,1.00,120.00,1.27,13.73
12435,1.00,120.00,1.28,13.73
12445,1.00,120.00,1.27,13.73
12455,1.00,120.00,1.29,13.73
12466,1.00,120.00,1.28,13.73
12476,1.00,120.00,1.29,13.73
12485,1.00,120.00,1.28,13.73
12496,1.00,120.00,1.29,13.72
12508,1.00,120.00,1.29,13.73
12518,1.00,120.00,1.27,13.73
12528,1.00,120.00,1.27,13.73
12536,1.00,140.00,1.26,13.73
12547,1.00,140.00,1.29,13.73
12556,1.00,120.00,1.27,13.74
12568,1.00,120.00,1.27,13.73
12577,1.00,140.00,1.26,13.73
12587,1.00,120.00,1.27,13.73
12597,1.00,120.00,1.28,13.73
12606,1.00,120.00,1.26,13.73
12616,1.00,120.00,1.27,13.73
12626,1.00,100.00,1.26,13.73
12640,1.00,120.00,1.29,13.73
12649,1.00,120.00,1.29,13.73
12659,1.00,120.00,1.29,13.73
12671,1.00,120.00,1.29,13.73
12680,1.00,120.00,1.28,13.73
12690,1.00,120.00,1.31,13.73
12699,1.00,120.00,1.29,13.73
12709,1.00,120.00,1.29,13.73
12719,1.00,120.00,1.29,13.73
12729,1.00,140.00,1.35,13.73
12739,1.00,120.00,1.33,13.73
12748,1.00,140.00,1.34,13.72
12758,1.00,140.00,1.32,13.73
12773,1.00,160.00,1.32,13.73
12781,1.00,140.00,1.29,13.73
12791,1.00,140.00,1.28,13.73
12800,1.00,140.00,1.28,13.73
12811,1.00,140.00,1.29,13.74
12822,1.00,140.00,1.27,13.73
12830,1.00,140.00,1.28,13.73
12839,1.00,160.00,1.26,13.73
12849,1.00,140.00,1.28,13.73
12859,1.00,160.00,1.26,13.73
12869,1.00,140.00,1.28,13.73
12878,1.00,140.00,1.29,13.72
12888,1.00,140.00,1.30,13.73
12899,1.00,140.00,1.29,13.72
12908,1.00,120.00,1.31,13.73
12918,1.00,120.00,1.31,13.72
12927,1.00,140.00,1.34,13.71
12937,1.00,120.00,1.33,13.73
12947,1.00,120.00,1.33,13.72
12956,1.00,120.00,1.34,13.72
12966,1.00,120.00,1.38,13.71
12978,1.00,100.00,1.45,13.70
12988,1.00,120.00,1.44,13.71
12998,1.00,120.00,1.47,13.70
13008,1.00,120.00,1.47,13.71
13019,1.00,120.00,1.50,13.70
13031,1.00,140.00,1.49,13.70
13040,1.00,120.00,1.47,13.71
13051,1.00,140.00,1.45,13.71
13061,1.00,140.00,1.42,13.72
13071,1.00,160.00,1.42,13.72
13080,1.00,140.00,1.42,13.71
13092,1.00,160.00,1.42,13.72
13102,1.00,160.00,1.40,13.72
13112,1.00,160.00,1.34,13.73
13121,1.00,160.00,1.33,13.73
13132,1.00,180.00,1.29,13.73
13145,1.00,160.00,1.28,13.73
13155,1.00,180.00,1.29,13.73
13165,1.00,180.00,1.26,13.73
13175,1.00,160.00,1.27,13.73
13185,1.00,180.00,1.26,13.73
13195,1.00,160.00,1.26,13.73
13205,1.00,160.00,1.26,13.73
13214,1.00,140.00,1.26,13.73
13225,1.00,140.00,1.25,13.73
13234,1.00,140.00,1.25,13.73
13244,1.00,140.00,1.23,13.73
13253,1.00,160.00,1.21,13.73
13263,1.00,160.00,1.23,13.73
13273,1.00,160.00,1.24,13.73
13285,1.00,160.00,1.24,13.73
13295,1.00,140.00,1.25,13.73
13304,1.00,140.00,1.26,13.73
13314,1.00,140.00,1.25,13.73
13324,1.00,140.00,1.24,13.73
13334,1.00,140.00,1.23,13.73
13344,1.00,140.00,1.24,13.74
13354,1.00,160.00,1.23,13.73
13365,1.00,140.00,1.24,13.73
13374,1.00,140.00,1.25,13.73
13384,1.00,140.00,1.24,13.73
13394,1.00,160.00,1.23,13.73
13405,1.00,140.00,1.21,13.74
13415,1.00,140.00,1.22,13.73
13424,1.00,160.00,1.21,13.74
13434,1.00,160.00,1.22,13.73
