Time (ms), mass (kg), Velocity (rad/s), Motor_current (A), Voltage (V)
8570,0.50,120.00,0.84,13.93
8580,0.50,120.00,0.89,13.93
8595,0.50,120.00,0.92,13.92
8604,0.50,140.00,0.92,13.93
8614,0.50,140.00,0.92,13.93
8624,0.50,120.00,0.92,13.93
8634,0.50,120.00,0.92,13.93
8644,0.50,140.00,0.92,13.94
8654,0.50,120.00,0.92,13.92
8664,0.50,140.00,0.90,13.93
8674,0.50,140.00,0.91,13.92
8683,0.50,160.00,0.92,13.94
8693,0.50,140.00,0.92,13.93
8702,0.50,160.00,0.91,13.93
8713,0.50,140.00,0.92,13.93
8723,0.50,140.00,0.90,13.93
8733,0.50,140.00,0.90,13.93
8743,0.50,140.00,0.90,13.93
8753,0.50,120.00,0.90,13.93
8762,0.50,140.00,0.90,13.93
8772,0.50,160.00,0.90,13.93
8783,0.50,140.00,0.90,13.93
8793,0.50,140.00,0.91,13.93
8802,0.50,160.00,0.90,13.93
8811,0.50,140.00,0.90,13.94
8822,0.50,140.00,0.90,13.93
8830,0.50,140.00,0.91,13.92
8841,0.50,140.00,0.93,13.93
8855,0.50,120.00,0.92,13.93
8865,0.50,120.00,0.93,13.93
8876,0.50,120.00,0.94,13.92
8885,0.50,120.00,0.94,13.93
8896,0.50,140.00,0.94,13.93
8906,0.50,160.00,0.93,13.93
8916,0.50,160.00,0.94,13.93
8926,0.50,160.00,0.92,13.93
8936,0.50,160.00,0.92,13.93
8946,0.50,160.00,0.91,13.93
8955,0.50,160.00,0.90,13.93
8965,0.50,180.00,0.87,13.94
8974,0.50,180.00,0.85,13.94
8984,0.50,180.00,0.84,13.94
8995,0.50,180.00,0.83,13.94
9004,0.50,160.00,0.83,13.94
9014,0.50,140.00,0.83,13.93
9024,0.50,140.00,0.83,13.94
9035,0.50,160.00,0.84,13.93
9046,0.50,140.00,0.84,13.94
9061,0.50,160.00,0.84,13.94
9070,0.50,160.00,0.84,13.94
9081,0.50,140.00,0.84,13.94
9091,0.50,160.00,0.85,13.94
9102,0.50,140.00,0.84,13.94
9117,0.50,160.00,0.85,13.94
9131,0.50,140.00,0.84,13.93
9138,0.50,140.00,0.85,13.93
9148,0.50,140.00,0.85,13.94
9157,0.50,160.00,0.84,13.94
9167,0.50,140.00,0.85,13.93
9176,0.50,160.00,0.84,13.94
9186,0.50,160.00,0.85,13.94
9196,0.50,160.00,0.85,13.94
9206,0.50,160.00,0.85,13.94
9215,0.50,160.00,0.84,13.94
9225,0.50,160.00,0.81,13.95
9238,0.50,140.00,0.78,13.94
9248,0.50,160.00,0.79,13.94
9258,0.50,140.00,0.79,13.94
9268,0.50,160.00,0.78,13.94
9278,0.50,140.00,0.79,13.94
9288,0.50,160.00,0.78,13.94
9297,0.50,140.00,0.79,13.94
9307,0.50,160.00,0.76,13.95
9317,0.50,140.00,0.76,13.94
9327,0.50,140.00,0.75,13.95
9338,0.50,120.00,0.74,13.94
9347,0.50,120.00,0.77,13.94
9356,0.50,120.00,0.79,13.94
9367,0.50,120.00,0.81,13.94
9379,0.50,120.00,0.81,13.94
9388,0.50,140.00,0.82,13.94
9399,0.50,120.00,0.82,13.93
9409,0.50,120.00,0.83,13.94
9419,0.50,140.00,0.82,13.94
9428,0.50,120.00,0.81,13.94
9440,0.50,140.00,0.81,13.94
9449,0.50,140.00,0.82,13.94
9458,0.50,160.00,0.81,13.94
9468,0.50,160.00,0.81,13.94
9478,0.50,140.00,0.81,13.94
9487,0.50,140.00,0.82,13.94
9497,0.50,140.00,0.81,13.94
9508,0.50,140.00,0.80,13.94
9519,0.50,140.00,0.79,13.94
9530,0.50,140.00,0.81,13.93
9539,0.50,140.00,0.81,13.94
9549,0.50,160.00,0.81,13.94
9561,0.50,140.00,0.79,13.94
9571,0.50,140.00,0.80,13.94
9582,0.50,120.00,0.80,13.94
9592,0.50,120.00,0.81,13.94
9602,0.50,120.00,0.81,13.94
9612,0.50,120.00,0.82,13.93
9622,0.50,140.00,0.82,13.94
9631,0.50,140.00,0.81,13.94
9642,0.50,140.00,0.84,13.93
9651,0.50,120.00,0.83,13.94
9661,0.50,140.00,0.84,13.93
9673,0.50,120.00,0.83,13.94
9682,0.50,120.00,0.83,13.93
9692,0.50,120.00,0.85,13.93
9702,0.50,120.00,0.84,13.94
9711,0.50,120.00,0.84,13.93
9720,0.50,100.00,0.85,13.93
9730,0.50,100.00,0.87,13.93
9739,0.50,100.00,0.87,13.91
9749,0.50,120.00,0.92,13.93
9758,0.50,100.00,0.93,13.91
9768,0.50,100.00,0.94,13.91
9777,0.50,120.00,0.94,13.92
9787,0.50,140.00,0.93,13.92
9797,0.50,140.00,0.95,13.92
9808,0.50,120.00,0.92,13.93
9818,0.50,140.00,0.92,13.93
9828,0.50,140.00,0.92,13.92
9838,0.50,120.00,0.94,13.92
9847,0.50,140.00,0.92,13.92
9858,0.50,140.00,0.92,13.93
9868,0.50,140.00,0.92,13.92
9878,0.50,140.00,0.93,13.93
9888,0.50,160.00,0.91,13.92
9899,0.50,160.00,0.90,13.92
9910,0.50,160.00,0.91,13.93
9920,0.50,160.00,0.90,13.93
9929,0.50,160.00,0.90,13.93
9939,0.50,160.00,0.89,13.94
9949,0.50,160.00,0.89,13.94
9959,0.50,160.00,0.85,13.94
9968,0.50,160.00,0.82,13.94
9977,0.50,160.00,0.82,13.93
9988,0.50,160.00,0.82,13.94
9997,0.50,140.00,0.81,13.94
10007,0.50,140.00,0.81,13.94
10018,0.50,120.00,0.81,13.93
10030,0.50,120.00,0.86,13.92
10039,0.50,120.00,0.89,13.92
10049,0.50,120.00,0.91,13.92
10060,0.50,120.00,0.91,13.92
10073,0.50,140.00,0.93,13.92
10084,0.50,160.00,0.92,13.93
10094,0.50,140.00,0.87,13.94
10105,0.50,160.00,0.88,13.93
10113,0.50,180.00,0.85,13.94
10123,0.50,160.00,0.82,13.93
10135,0.50,140.00,0.82,13.94
10144,0.50,160.00,0.82,13.94
10155,0.50,140.00,0.81,13.94
10165,0.50,120.00,0.81,13.93
10175,0.50,140.00,0.85,13.92
10185,0.50,140.00,0.88,13.92
10195,0.50,140.00,0.89,13.92
10205,0.50,140.00,0.91,13.92
10215,0.50,140.00,0.92,13.92
10224,0.50,140.00,0.93,13.92
10235,0.50,160.00,0.94,13.91
10245,0.50,140.00,0.90,13.94
10254,0.50,160.00,0.89,13.93
10264,0.50,160.00,0.85,13.94
10274,0.50,160.00,0.85,13.93
10284,0.50,160.00,0.85,13.93
10293,0.50,160.00,0.84,13.93
10302,0.50,160.00,0.84,13.93
10312,0.50,160.00,0.85,13.93
10322,0.50,140.00,0.85,13.93
10333,0.50,140.00,0.84,13.94
10342,0.50,140.00,0.83,13.93
10353,0.50,120.00,0.83,13.94
10363,0.50,140.00,0.85,13.93
10374,0.50,140.00,0.85,13.93
10384,0.50,140.00,0.85,13.92
10395,0.50,140.00,0.86,13.93
10405,0.50,140.00,0.86,13.92
10415,0.50,140.00,0.86,13.93
10424,0.50,140.00,0.85,13.92
10435,0.50,140.00,0.85,13.93
10446,0.50,140.00,0.85,13.92
10456,0.50,160.00,0.84,13.94
10465,0.50,140.00,0.84,13.93
10477,0.50,160.00,0.83,13.93
10485,0.50,140.00,0.83,13.94
10494,0.50,160.00,0.81,13.94
10504,0.50,140.00,0.81,13.94
10514,0.50,160.00,0.81,13.93
10526,0.50,160.00,0.81,13.94
10536,0.50,160.00,0.83,13.93
10546,0.50,160.00,0.80,13.94
10556,0.50,160.00,0.78,13.94
10566,0.50,140.00,0.77,13.94
10580,0.50,120.00,0.79,13.94
10588,0.50,120.00,0.81,13.94
10598,0.50,120.00,0.81,13.93
10608,0.50,120.00,0.84,13.94
10618,0.50,140.00,0.82,13.93
10628,0.50,140.00,0.84,13.93
10638,0.50,140.00,0.82,13.92
10648,0.50,140.00,0.84,13.94
10658,0.50,140.00,0.82,13.94
10668,0.50,140.00,0.83,13.93
10678,0.50,140.00,0.82,13.93
10688,0.50,140.00,0.84,13.94
10698,0.50,140.00,0.82,13.93
10708,0.50,140.00,0.82,13.94
10719,0.50,140.00,0.81,13.93
10728,0.50,160.00,0.82,13.93
10737,0.50,140.00,0.81,13.94
10748,0.50,140.00,0.81,13.93
10758,0.50,160.00,0.80,13.94
10768,0.50,140.00,0.80,13.94
10777,0.50,160.00,0.78,13.93
10787,0.50,140.00,0.78,13.94
10796,0.50,140.00,0.78,13.93
10807,0.50,140.00,0.81,13.93
10816,0.50,140.00,0.81,13.94
10827,0.50,140.00,0.81,13.93
10837,0.50,140.00,0.81,13.93
10847,0.50,140.00,0.82,13.93
10858,0.50,140.00,0.82,13.93
10868,0.50,140.00,0.82,13.93
10877,0.50,140.00,0.81,13.93
10887,0.50,140.00,0.82,13.94
10898,0.50,160.00,0.81,13.94
10909,0.50,140.00,0.81,13.93
10922,0.50,120.00,0.81,13.93
10931,0.50,140.00,0.81,13.93
10941,0.50,120.00,0.81,13.93
10951,0.50,140.00,0.81,13.93
10961,0.50,140.00,0.82,13.93
10972,0.50,140.00,0.82,13.93
10982,0.50,140.00,0.83,13.93
10996,0.50,140.00,0.83,13.93
11006,0.50,120.00,0.84,13.93
11015,0.50,120.00,0.84,13.93
11027,0.50,140.00,0.83,13.93
11035,0.50,120.00,0.84,13.93
11045,0.50,120.00,0.85,13.92
11054,0.50,120.00,0.86,13.92
11064,0.50,140.00,0.86,13.92
11074,0.50,120.00,0.85,13.93
11086,0.50,120.00,0.85,13.93
11098,0.50,120.00,0.86,13.92
11108,0.50,140.00,0.85,13.93
11116,0.50,120.00,0.85,13.93
11126,0.50,120.00,0.85,13.93
11137,0.50,120.00,0.85,13.93
11146,0.50,120.00,0.85,13.92
11156,0.50,100.00,0.87,13.92
11166,0.50,120.00,0.91,13.92
11177,0.50,120.00,0.91,13.92
11187,0.50,120.00,0.94,13.91
11197,0.50,140.00,0.93,13.92
11206,0.50,140.00,0.93,13.92
11216,0.50,140.00,0.92,13.92
11227,0.50,140.00,0.92,13.92
11238,0.50,160.00,0.92,13.92
11247,0.50,160.00,0.88,13.94
11257,0.50,160.00,0.86,13.93
11267,0.50,160.00,0.84,13.94
11277,0.50,160.00,0.83,13.93
11286,0.50,160.00,0.81,13.93
11296,0.50,140.00,0.82,13.93
11306,0.50,140.00,0.82,13.93
11316,0.50,140.00,0.83,13.92
11326,0.50,120.00,0.83,13.93
11337,0.50,100.00,0.86,13.92
11347,0.50,100.00,0.90,13.91
11357,0.50,120.00,0.93,13.92
11366,0.50,100.00,0.94,13.91
11376,0.50,120.00,0.94,13.92
11385,0.50,120.00,0.94,13.91
11396,0.50,120.00,0.96,13.91
11405,0.50,120.00,0.95,13.92
11415,0.50,120.00,0.94,13.92
11425,0.50,120.00,0.94,13.91
11436,0.50,120.00,0.94,13.91
11445,0.50,140.00,0.95,13.91
11455,0.50,120.00,0.94,13.92
11464,0.50,140.00,0.94,13.91
11474,0.50,140.00,0.94,13.91
11484,0.50,160.00,0.93,13.92
11493,0.50,140.00,0.91,13.92
11503,0.50,160.00,0.91,13.92
11514,0.50,160.00,0.91,13.92
11523,0.50,180.00,0.91,13.92
11532,0.50,160.00,0.93,13.92
11542,0.50,180.00,0.93,13.92
11552,0.50,180.00,0.88,13.93
11563,0.50,160.00,0.87,13.93
11571,0.50,160.00,0.85,13.92
11581,0.50,160.00,0.85,13.93
11593,0.50,160.00,0.84,13.92
11603,0.50,140.00,0.85,13.93
11617,0.50,140.00,0.85,13.93
11627,0.50,120.00,0.87,13.92
11637,0.50,140.00,0.89,13.92
11650,0.50,120.00,0.93,13.91
11660,0.50,140.00,0.98,13.91
11669,0.50,160.00,0.96,13.92
11679,0.50,160.00,0.92,13.93
11689,0.50,160.00,0.91,13.92
11699,0.50,160.00,0.91,13.93
11709,0.50,160.00,0.87,13.93
11721,0.50,160.00,0.87,13.93
11729,0.50,140.00,0.85,13.92
11739,0.50,160.00,0.86,13.93
11749,0.50,160.00,0.84,13.92
11758,0.50,160.00,0.85,13.92
11768,0.50,140.00,0.85,13.93
11778,0.50,140.00,0.86,13.92
11787,0.50,140.00,0.85,13.92
11798,0.50,140.00,0.85,13.92
11808,0.50,140.00,0.85,13.92
11817,0.50,140.00,0.85,13.93
11828,0.50,160.00,0.85,13.92
11838,0.50,160.00,0.85,13.93
11848,0.50,160.00,0.85,13.93
11858,0.50,160.00,0.83,13.93
11868,0.50,140.00,0.83,13.93
11877,0.50,140.00,0.82,13.93
11886,0.50,160.00,0.81,13.93
11896,0.50,160.00,0.81,13.93
11907,0.50,160.00,0.81,13.93
11916,0.50,140.00,0.78,13.94
11927,0.50,160.00,0.77,13.93
11935,0.50,140.00,0.77,13.94
11945,0.50,140.00,0.77,13.93
11955,0.50,140.00,0.78,13.92
11964,0.50,140.00,0.79,13.93
11974,0.50,140.00,0.80,13.93
11984,0.50,140.00,0.81,13.93
11995,0.50,140.00,0.82,13.92
12005,0.50,140.00,0.82,13.93
12013,0.50,160.00,0.81,13.93
12025,0.50,140.00,0.79,13.94
12036,0.50,140.00,0.80,13.92
12046,0.50,140.00,0.81,13.93
12056,0.50,140.00,0.81,13.92
12067,0.50,140.00,0.81,13.93
12077,0.50,160.00,0.81,13.93
12087,0.50,160.00,0.78,13.94
12099,0.50,140.00,0.76,13.94
12109,0.50,140.00,0.73,13.94
12120,0.50,120.00,0.73,13.94
12129,0.50,140.00,0.73,13.93
12140,0.50,140.00,0.77,13.93
12151,0.50,140.00,0.81,13.93
12160,0.50,140.00,0.81,13.93
12169,0.50,140.00,0.81,13.93
12179,0.50,140.00,0.81,13.93
12190,0.50,140.00,0.81,13.93
12199,0.50,140.00,0.81,13.93
12209,0.50,140.00,0.81,13.93
12220,0.50,160.00,0.80,13.94
12230,0.50,160.00,0.76,13.94
12243,0.50,160.00,0.75,13.94
12252,0.50,140.00,0.73,13.94
12262,0.50,140.00,0.73,13.94
12272,0.50,140.00,0.74,13.94
12281,0.50,120.00,0.74,13.94
12291,0.50,120.00,0.77,13.92
12300,0.50,120.00,0.81,13.92
12310,0.50,120.00,0.81,13.92
12321,0.50,100.00,0.84,13.93
12330,0.50,120.00,0.85,13.92
12340,0.50,120.00,0.84,13.93
12350,0.50,120.00,0.84,13.93
12359,0.50,120.00,0.84,13.93
12369,0.50,140.00,0.84,13.93
12379,0.50,120.00,0.83,13.93
12388,0.50,140.00,0.83,13.93
12398,0.50,140.00,0.84,13.92
12409,0.50,140.00,0.84,13.93
12419,0.50,140.00,0.85,13.93
12428,0.50,140.00,0.84,13.93
12438,0.50,120.00,0.83,13.93
12448,0.50,120.00,0.84,13.92
12460,0.50,140.00,0.85,13.92
12470,0.50,120.00,0.85,13.92
12479,0.50,120.00,0.85,13.92
12489,0.50,120.00,0.85,13.92
12500,0.50,140.00,0.85,13.93
12509,0.50,120.00,0.85,13.92
12519,0.50,120.00,0.85,13.92
12532,0.50,120.00,0.85,13.91
12540,0.50,120.00,0.91,13.91
12550,0.50,120.00,0.94,13.91
12560,0.50,120.00,0.94,13.91
12569,0.50,140.00,0.94,13.91
12580,0.50,140.00,0.90,13.93
12589,0.50,160.00,0.90,13.92
12601,0.50,140.00,0.87,13.92
12611,0.50,140.00,0.86,13.93
12621,0.50,120.00,0.87,13.91
12632,0.50,140.00,0.90,13.92
12642,0.50,120.00,0.91,13.91
12652,0.50,140.00,0.92,13.91
12661,0.50,140.00,0.94,13.91
12671,0.50,160.00,0.94,13.92
12682,0.50,160.00,0.90,13.93
12691,0.50,160.00,0.87,13.92
12701,0.50,160.00,0.85,13.93
12711,0.50,160.00,0.85,13.92
12722,0.50,160.00,0.84,13.93
12732,0.50,140.00,0.84,13.92
12742,0.50,140.00,0.83,13.93
12752,0.50,140.00,0.83,13.92
12762,0.50,140.00,0.83,13.92
12772,0.50,120.00,0.84,13.92
12783,0.50,140.00,0.83,13.92
12792,0.50,140.00,0.82,13.92
12802,0.50,120.00,0.83,13.92
12812,0.50,140.00,0.87,13.91
12822,0.50,140.00,0.85,13.93
12832,0.50,140.00,0.84,13.92
12842,0.50,140.00,0.85,13.93
12854,0.50,140.00,0.85,13.92
12865,0.50,140.00,0.85,13.92
12875,0.50,140.00,0.85,13.92
12887,0.50,140.00,0.85,13.92
12897,0.50,140.00,0.85,13.92
12905,0.50,160.00,0.84,13.93
12915,0.50,140.00,0.85,13.92
12925,0.50,160.00,0.84,13.93
12935,0.50,140.00,0.85,13.92
12944,0.50,140.00,0.83,13.93
12954,0.50,140.00,0.84,13.92
12964,0.50,140.00,0.83,13.92
12974,0.50,140.00,0.85,13.92
12984,0.50,140.00,0.84,13.93
12994,0.50,140.00,0.85,13.92
13003,0.50,140.00,0.85,13.92
13012,0.50,140.00,0.86,13.92
13023,0.50,120.00,0.85,13.92
13033,0.50,140.00,0.90,13.91
13046,0.50,140.00,0.88,13.93
13052,0.50,140.00,0.90,13.91
13062,0.50,140.00,0.87,13.93
13073,0.50,140.00,0.87,13.92
13083,0.50,140.00,0.85,13.92
13092,0.50,140.00,0.85,13.93
13102,0.50,140.00,0.83,13.93
13112,0.50,140.00,0.84,13.93
13124,0.50,160.00,0.83,13.92
13134,0.50,140.00,0.84,13.92
13144,0.50,160.00,0.83,13.92
13154,0.50,140.00,0.83,13.93
13168,0.50,160.00,0.83,13.92
13179,0.50,160.00,0.83,13.92
13188,0.50,140.00,0.83,13.92
13198,0.50,140.00,0.83,13.92
13208,0.50,160.00,0.85,13.92
13220,0.50,160.00,0.82,13.92
13231,0.50,160.00,0.82,13.92
13244,0.50,160.00,0.82,13.93
13254,0.50,160.00,0.81,13.93
13265,0.50,160.00,0.81,13.93
13274,0.50,160.00,0.82,13.93
13284,0.50,160.00,0.81,13.93
13293,0.50,160.00,0.78,13.94
13303,0.50,160.00,0.75,13.94
13313,0.50,140.00,0.76,13.93
13323,0.50,140.00,0.77,13.93
13334,0.50,140.00,0.80,13.92
13343,0.50,140.00,0.79,13.93
13354,0.50,140.00,0.82,13.92
13363,0.50,140.00,0.82,13.93
13374,0.50,140.00,0.82,13.92
13383,0.50,140.00,0.83,13.92
13395,0.50,140.00,0.84,13.92
13403,0.50,140.00,0.81,13.93
13413,0.50,140.00,0.81,13.92
13423,0.50,160.00,0.81,13.92
13433,0.50,160.00,0.79,13.94
13442,0.50,160.00,0.77,13.94
13452,0.50,140.00,0.76,13.93
13462,0.50,160.00,0.75,13.93
13473,0.50,140.00,0.75,13.93
13484,0.50,120.00,0.73,13.94
13493,0.50,120.00,0.77,13.92
13505,0.50,140.00,0.79,13.93
13515,0.50,120.00,0.79,13.93
13528,0.50,120.00,0.81,13.92
13537,0.50,120.00,0.82,13.92
13550,0.50,140.00,0.83,13.91
13559,0.50,120.00,0.84,13.92
13570,0.50,140.00,0.84,13.92
13579,0.50,140.00,0.84,13.92
13588,0.50,140.00,0.85,13.92
13598,0.50,140.00,0.85,13.92
13609,0.50,140.00,0.85,13.92
13618,0.50,140.00,0.83,13.92
13627,0.50,140.00,0.82,13.92
13640,0.50,160.00,0.81,13.93
13651,0.50,160.00,0.77,13.94
13663,0.50,140.00,0.76,13.93
13670,0.50,140.00,0.76,13.93
13681,0.50,140.00,0.75,13.94
13690,0.50,140.00,0.74,13.93
13701,0.50,120.00,0.76,13.92
13711,0.50,120.00,0.79,13.92
13722,0.50,120.00,0.83,13.92
13731,0.50,120.00,0.85,13.92
13741,0.50,120.00,0.85,13.92
13750,0.50,120.00,0.86,13.92
13761,0.50,120.00,0.86,13.91
13771,0.50,120.00,0.86,13.92
13781,0.50,120.00,0.85,13.92
13791,0.50,120.00,0.85,13.92
13802,0.50,120.00,0.85,13.92
13813,0.50,120.00,0.85,13.92
13823,0.50,140.00,0.85,13.92
13832,0.50,120.00,0.84,13.92
13844,0.50,140.00,0.84,13.92
13854,0.50,140.00,0.85,13.92
13864,0.50,140.00,0.83,13.92
13873,0.50,140.00,0.84,13.92
13883,0.50,140.00,0.83,13.92
13893,0.50,120.00,0.84,13.92
13902,0.50,140.00,0.88,13.91
13912,0.50,140.00,0.85,13.92
13922,0.50,120.00,0.85,13.91
13931,0.50,120.00,0.90,13.91
13941,0.50,140.00,0.91,13.92
13951,0.50,140.00,0.89,13.92
13962,0.50,140.00,0.86,13.92
13972,0.50,140.00,0.86,13.92
13982,0.50,160.00,0.85,13.92
13991,0.50,160.00,0.84,13.92
14001,0.50,140.00,0.85,13.92
14011,0.50,140.00,0.85,13.92
14022,0.50,160.00,0.84,13.92
14035,0.50,140.00,0.84,13.92
14047,0.50,120.00,0.84,13.92
14055,0.50,120.00,0.85,13.91
14066,0.50,140.00,0.89,13.91
14076,0.50,120.00,0.87,13.92
14086,0.50,140.00,0.89,13.91
14097,0.50,140.00,0.89,13.91
14107,0.50,160.00,0.87,13.92
14117,0.50,140.00,0.85,13.92
14127,0.50,160.00,0.85,13.92
14138,0.50,140.00,0.85,13.92
14149,0.50,140.00,0.85,13.92
14158,0.50,140.00,0.85,13.93
14170,0.50,140.00,0.84,13.91
14179,0.50,140.00,0.85,13.92
14189,0.50,140.00,0.85,13.91
14200,0.50,120.00,0.86,13.92
14209,0.50,140.00,0.88,13.91
14219,0.50,120.00,0.88,13.91
14229,0.50,120.00,0.90,13.90
14238,0.50,140.00,0.93,13.91
14248,0.50,140.00,0.94,13.91
14258,0.50,140.00,0.92,13.92
14268,0.50,140.00,0.90,13.92
14284,0.50,160.00,0.90,13.92
14294,0.50,140.00,0.90,13.91
14303,0.50,140.00,0.90,13.92
14313,0.50,140.00,0.89,13.91
14323,0.50,140.00,0.87,13.92
14333,0.50,140.00,0.88,13.91
14343,0.50,140.00,0.87,13.92
14353,0.50,140.00,0.89,13.91
14363,0.50,140.00,0.87,13.92
14374,0.50,140.00,0.87,13.91
14383,0.50,120.00,0.87,13.92
14392,0.50,140.00,0.90,13.91
14402,0.50,140.00,0.88,13.92
14412,0.50,140.00,0.90,13.91
14422,0.50,140.00,0.87,13.92
14432,0.50,160.00,0.88,13.91
14442,0.50,140.00,0.87,13.92
14452,0.50,160.00,0.88,13.92
14462,0.50,140.00,0.86,13.92
14472,0.50,160.00,0.86,13.92
14482,0.50,140.00,0.86,13.91
14492,0.50,160.00,0.86,13.92
14502,0.50,140.00,0.85,13.91
14511,0.50,160.00,0.85,13.91
14521,0.50,140.00,0.85,13.92
14532,0.50,160.00,0.84,13.92
14543,0.50,140.00,0.83,13.92
14552,0.50,160.00,0.84,13.92
14562,0.50,140.00,0.85,13.91
14572,0.50,160.00,0.84,13.92
14581,0.50,140.00,0.83,13.92
14591,0.50,140.00,0.82,13.92
14601,0.50,140.00,0.83,13.91
14611,0.50,140.00,0.83,13.92
14621,0.50,140.00,0.83,13.92
14630,0.50,140.00,0.82,13.92
14640,0.50,160.00,0.84,13.91
14649,0.50,140.00,0.82,13.93
14659,0.50,160.00,0.82,13.92
14670,0.50,140.00,0.82,13.92
14681,0.50,160.00,0.82,13.92
14690,0.50,140.00,0.81,13.92
14703,0.50,160.00,0.80,13.93
14713,0.50,140.00,0.77,13.93
14722,0.50,140.00,0.80,13.92
14732,0.50,140.00,0.80,13.92
14742,0.50,140.00,0.80,13.93
14752,0.50,140.00,0.80,13.91
14761,0.50,140.00,0.81,13.92
14772,0.50,160.00,0.81,13.92
14781,0.50,140.00,0.78,13.93
14792,0.50,140.00,0.80,13.92
14802,0.50,140.00,0.81,13.92
14811,0.50,160.00,0.80,13.93
14822,0.50,140.00,0.77,13.93
14831,0.50,160.00,0.76,13.93
14840,0.50,160.00,0.75,13.93
14854,0.50,140.00,0.73,13.93
14861,0.50,140.00,0.73,13.93
14871,0.50,140.00,0.73,13.93
14881,0.50,120.00,0.75,13.92
14890,0.50,120.00,0.77,13.92
14901,0.50,120.00,0.80,13.92
14911,0.50,120.00,0.81,13.92
14922,0.50,120.00,0.82,13.91
14932,0.50,120.00,0.84,13.92
