Time (ms), mass (kg), Velocity (rad/s), Motor_current (A), Voltage (V)
Start Going Up
27761,3.00,320.00,4.21,12.84
27772,3.00,320.00,4.21,12.83
27781,3.00,320.00,4.23,12.83
27792,3.00,300.00,4.24,12.83
27802,3.00,300.00,4.24,12.84
27812,3.00,300.00,4.23,12.83
27821,3.00,300.00,4.26,12.83
27832,3.00,300.00,4.28,12.83
27842,3.00,300.00,4.31,12.83
27851,3.00,280.00,4.33,12.83
27861,3.00,280.00,4.34,12.82
27873,3.00,280.00,4.37,12.81
27884,3.00,260.00,4.44,12.81
27896,3.00,260.00,4.46,12.82
27906,3.00,260.00,4.48,12.83
27916,3.00,260.00,4.48,12.82
27926,3.00,240.00,4.49,12.82
27936,3.00,260.00,4.49,12.82
27945,3.00,260.00,4.50,12.83
27955,3.00,260.00,4.53,12.81
27968,3.00,260.00,4.55,12.81
27979,3.00,260.00,4.55,12.80
27988,3.00,240.00,4.53,12.82
27998,3.00,240.00,4.53,12.82
28008,3.00,240.00,4.52,12.82
28017,3.00,260.00,4.51,12.83
28027,3.00,260.00,4.47,12.82
28037,3.00,260.00,4.49,12.82
28047,3.00,260.00,4.49,12.82
28057,3.00,280.00,4.58,12.80
28067,3.00,260.00,4.56,12.81
28084,3.00,260.00,4.62,12.79
28093,3.00,260.00,4.73,12.79
28103,3.00,260.00,4.75,12.80
28113,3.00,280.00,4.78,12.79
28123,3.00,280.00,4.74,12.80
28133,3.00,260.00,4.72,12.80
28143,3.00,280.00,4.68,12.81
28153,3.00,280.00,4.66,12.82
28164,3.00,280.00,4.66,12.80
28174,3.00,300.00,4.65,12.81
28184,3.00,300.00,4.56,12.82
28193,3.00,300.00,4.54,12.81
28203,3.00,300.00,4.47,12.82
28213,3.00,300.00,4.44,12.83
28224,3.00,280.00,4.40,12.81
28233,3.00,300.00,4.36,12.83
28243,3.00,300.00,4.36,12.83
28252,3.00,300.00,4.36,12.83
28262,3.00,300.00,4.34,12.82
28272,3.00,300.00,4.39,12.83
28281,3.00,300.00,4.38,12.81
28291,3.00,280.00,4.38,12.81
28301,3.00,280.00,4.41,12.82
28311,3.00,280.00,4.43,12.82
28321,3.00,280.00,4.41,12.83
28331,3.00,280.00,4.43,12.82
28341,3.00,280.00,4.42,12.82
28351,3.00,280.00,4.44,12.82
28361,3.00,280.00,4.43,12.82
28372,3.00,280.00,4.46,12.80
28381,3.00,280.00,4.49,12.80
28392,3.00,280.00,4.49,12.80
28401,3.00,280.00,4.53,12.80
28411,3.00,260.00,4.50,12.80
28421,3.00,260.00,4.47,12.81
28431,3.00,260.00,4.44,12.81
28440,3.00,280.00,4.40,12.82
28450,3.00,280.00,4.40,12.81
28460,3.00,300.00,4.40,12.81
28469,3.00,280.00,4.41,12.82
28479,3.00,280.00,4.40,12.83
28489,3.00,260.00,4.38,12.84
28500,3.00,260.00,4.35,12.83
28518,3.00,260.00,4.31,12.83
28528,3.00,260.00,4.36,12.83
28537,3.00,260.00,4.44,12.81
28549,3.00,280.00,4.48,12.80
28559,3.00,280.00,4.44,12.81
28569,3.00,280.00,4.44,12.82
28578,3.00,280.00,4.42,12.82
28589,3.00,280.00,4.43,12.83
28599,3.00,280.00,4.42,12.83
28608,3.00,260.00,4.41,12.83
28617,3.00,260.00,4.47,12.80
28627,3.00,260.00,4.52,12.80
28638,3.00,280.00,4.57,12.80
28647,3.00,280.00,4.63,12.78
28656,3.00,300.00,4.65,12.79
28666,3.00,320.00,4.62,12.80
28676,3.00,300.00,4.58,12.81
28686,3.00,300.00,4.56,12.81
28697,3.00,300.00,4.53,12.82
28706,3.00,260.00,4.49,12.82
28715,3.00,260.00,4.43,12.83
28726,3.00,300.00,4.49,12.80
28737,3.00,300.00,4.44,12.82
28747,3.00,300.00,4.44,12.82
28756,3.00,320.00,4.46,12.81
28767,3.00,320.00,4.49,12.82
28776,3.00,300.00,4.49,12.80
28786,3.00,280.00,4.49,12.80
28795,3.00,280.00,4.49,12.83
28805,3.00,280.00,4.52,12.80
28815,3.00,260.00,4.49,12.82
28825,3.00,260.00,4.52,12.79
28835,3.00,260.00,4.51,12.80
28845,3.00,260.00,4.55,12.78
28855,3.00,240.00,4.57,12.77
28865,3.00,260.00,4.66,12.77
28875,3.00,240.00,4.73,12.79
28885,3.00,260.00,4.79,12.79
28895,3.00,240.00,4.86,12.75
28906,3.00,260.00,4.91,12.77
28915,3.00,240.00,4.92,12.73
28925,3.00,240.00,4.88,12.76
28935,3.00,240.00,4.83,12.76
28945,3.00,240.00,4.81,12.77
28956,3.00,240.00,4.81,12.76
28964,3.00,260.00,4.77,12.76
28975,3.00,280.00,4.77,12.76
28985,3.00,280.00,4.76,12.77
28998,3.00,300.00,4.74,12.77
29008,3.00,280.00,4.75,12.77
29018,3.00,280.00,4.72,12.76
29029,3.00,280.00,4.67,12.79
29039,3.00,280.00,4.64,12.79
29050,3.00,320.00,4.61,12.80
29059,3.00,320.00,4.61,12.80
29069,3.00,320.00,4.61,12.80
29079,3.00,320.00,4.51,12.83
29089,3.00,320.00,4.42,12.83
29099,3.00,300.00,4.40,12.82
29110,3.00,300.00,4.35,12.82
29123,3.00,300.00,4.32,12.83
29132,3.00,320.00,4.28,12.83
29143,3.00,320.00,4.24,12.85
29152,3.00,320.00,4.22,12.83
29162,3.00,320.00,4.23,12.84
29173,3.00,320.00,4.22,12.84
29185,3.00,300.00,4.25,12.83
29194,3.00,300.00,4.27,12.83
29204,3.00,280.00,4.28,12.83
29215,3.00,280.00,4.27,12.83
29224,3.00,280.00,4.27,12.83
29234,3.00,280.00,4.28,12.82
29244,3.00,280.00,4.29,12.82
29254,3.00,300.00,4.35,12.80
29264,3.00,300.00,4.37,12.81
29275,3.00,280.00,4.42,12.81
29284,3.00,280.00,4.43,12.82
29294,3.00,260.00,4.44,12.81
29303,3.00,260.00,4.47,12.80
29318,3.00,260.00,4.48,12.80
29328,3.00,260.00,4.48,12.80
29338,3.00,240.00,4.48,12.81
29348,3.00,260.00,4.52,12.79
29357,3.00,240.00,4.53,12.80
29368,3.00,240.00,4.64,12.76
29376,3.00,240.00,4.70,12.77
29386,3.00,260.00,4.75,12.76
29396,3.00,240.00,4.78,12.76
29406,3.00,240.00,4.82,12.76
29416,3.00,240.00,4.84,12.76
29426,3.00,240.00,4.82,12.77
29436,3.00,240.00,4.79,12.78
29445,3.00,240.00,4.77,12.79
29456,3.00,260.00,4.75,12.78
29465,3.00,240.00,4.75,12.79
29475,3.00,260.00,4.75,12.78
29485,3.00,260.00,4.77,12.78
29495,3.00,280.00,4.79,12.76
29505,3.00,260.00,4.79,12.76
29521,3.00,280.00,4.80,12.78
29530,3.00,260.00,4.79,12.78
29541,3.00,260.00,4.74,12.79
29550,3.00,280.00,4.75,12.78
29560,3.00,280.00,4.75,12.79
29571,3.00,300.00,4.75,12.79
29582,3.00,300.00,4.74,12.79
29590,3.00,300.00,4.75,12.79
29604,3.00,280.00,4.75,12.76
29612,3.00,300.00,4.75,12.76
29624,3.00,300.00,4.71,12.76
29633,3.00,300.00,4.70,12.77
29643,3.00,300.00,4.66,12.79
29653,3.00,320.00,4.66,12.80
29662,3.00,320.00,4.67,12.82
29672,3.00,320.00,4.59,12.81
29681,3.00,320.00,4.52,12.80
29692,3.00,320.00,4.46,12.80
29702,3.00,320.00,4.47,12.79
29711,3.00,300.00,4.44,12.81
29720,3.00,320.00,4.40,12.81
29730,3.00,320.00,4.38,12.80
29740,3.00,320.00,4.37,12.82
29750,3.00,320.00,4.35,12.83
29760,3.00,320.00,4.37,12.81
29770,3.00,300.00,4.39,12.82
29780,3.00,300.00,4.42,12.82
29790,3.00,280.00,4.41,12.82
29800,3.00,280.00,4.42,12.82
29809,3.00,280.00,4.40,12.82
29819,3.00,280.00,4.38,12.82
29830,3.00,260.00,4.40,12.80
29840,3.00,280.00,4.40,12.80
29848,3.00,260.00,4.43,12.79
29858,3.00,260.00,4.42,12.79
29868,3.00,240.00,4.49,12.79
29878,3.00,240.00,4.53,12.80
29888,3.00,240.00,4.56,12.77
29898,3.00,220.00,4.62,12.76
29908,3.00,240.00,4.66,12.76
29918,3.00,220.00,4.70,12.76
29928,3.00,220.00,4.76,12.76
29939,3.00,240.00,4.80,12.76
29948,3.00,240.00,4.83,12.75
29958,3.00,240.00,4.80,12.76
29969,3.00,220.00,4.83,12.76
29979,3.00,240.00,4.81,12.76
Start Going Up
36801,3.00,0.00,0.20,13.29
36812,3.00,0.00,0.21,13.28
36823,3.00,0.00,0.23,13.28
36838,3.00,0.00,0.28,13.28
36847,3.00,0.00,0.31,13.28
36857,3.00,0.00,0.32,13.27
36867,3.00,20.00,0.36,13.26
36876,3.00,20.00,0.38,13.27
36887,3.00,40.00,0.43,13.25
36898,3.00,40.00,0.46,13.25
36909,3.00,80.00,0.51,13.25
36920,3.00,80.00,0.55,13.25
36929,3.00,120.00,0.63,13.22
36940,3.00,140.00,0.69,13.22
36950,3.00,140.00,0.78,13.21
36960,3.00,140.00,0.90,13.20
36970,3.00,140.00,0.97,13.20
36979,3.00,120.00,1.07,13.18
36989,3.00,120.00,1.17,13.17
36999,3.00,80.00,1.34,13.14
37012,3.00,80.00,1.46,13.13
37022,3.00,80.00,1.64,13.11
37032,3.00,100.00,1.75,13.11
37042,3.00,100.00,1.90,13.08
37051,3.00,120.00,1.99,13.08
37061,3.00,120.00,2.18,13.04
37071,3.00,120.00,2.33,13.04
37081,3.00,100.00,2.51,13.00
37090,3.00,120.00,2.76,12.98
37099,3.00,120.00,2.86,12.98
37112,3.00,120.00,3.08,12.94
37124,3.00,120.00,3.29,12.90
37133,3.00,120.00,3.47,12.90
37142,3.00,100.00,3.67,12.90
37152,3.00,100.00,3.87,12.85
37162,3.00,120.00,4.18,12.82
37172,3.00,120.00,4.37,12.80
37182,3.00,140.00,4.57,12.80
37191,3.00,160.00,4.78,12.76
37201,3.00,180.00,5.06,12.71
37211,3.00,160.00,5.20,12.72
37220,3.00,180.00,5.45,12.69
37230,3.00,200.00,5.70,12.65
37239,3.00,200.00,5.86,12.62
37250,3.00,220.00,6.03,12.65
37259,3.00,280.00,6.13,12.66
37271,3.00,300.00,6.15,12.66
37281,3.00,300.00,6.23,12.62
37290,3.00,340.00,6.35,12.61
37300,3.00,340.00,6.42,12.61
37310,3.00,340.00,6.52,12.59
37320,3.00,340.00,6.54,12.60
37329,3.00,380.00,6.58,12.60
37340,3.00,380.00,6.57,12.59
37350,3.00,420.00,6.67,12.59
37360,3.00,420.00,6.68,12.60
37369,3.00,460.00,6.66,12.59
37379,3.00,460.00,6.63,12.59
37389,3.00,480.00,6.63,12.60
37400,3.00,480.00,6.57,12.60
37410,3.00,500.00,6.65,12.59
37420,3.00,500.00,6.63,12.60
37429,3.00,520.00,6.63,12.59
37439,3.00,560.00,6.63,12.61
37449,3.00,560.00,6.59,12.62
37458,3.00,580.00,6.46,12.61
37468,3.00,580.00,6.42,12.64
37479,3.00,600.00,6.33,12.66
37488,3.00,600.00,6.19,12.66
37498,3.00,600.00,6.19,12.66
37507,3.00,620.00,6.08,12.69
37517,3.00,620.00,5.96,12.68
37529,3.00,640.00,5.89,12.68
37538,3.00,660.00,5.83,12.68
37549,3.00,660.00,5.78,12.69
37558,3.00,680.00,5.75,12.69
37568,3.00,680.00,5.64,12.73
37578,3.00,660.00,5.50,12.73
37588,3.00,640.00,5.37,12.74
37599,3.00,640.00,5.34,12.73
37608,3.00,620.00,5.32,12.73
37618,3.00,620.00,5.34,12.71
37630,3.00,640.00,5.28,12.75
37641,3.00,640.00,5.23,12.74
37650,3.00,600.00,5.21,12.74
37659,3.00,620.00,5.21,12.73
37669,3.00,620.00,5.19,12.74
37679,3.00,620.00,5.17,12.74
37688,3.00,620.00,5.16,12.75
37698,3.00,600.00,5.15,12.75
37708,3.00,600.00,5.17,12.74
37717,3.00,620.00,5.20,12.73
37726,3.00,580.00,5.22,12.73
37737,3.00,580.00,5.23,12.74
37747,3.00,560.00,5.23,12.74
37757,3.00,580.00,5.25,12.73
37767,3.00,560.00,5.27,12.73
37777,3.00,560.00,5.27,12.74
37788,3.00,560.00,5.26,12.74
37797,3.00,580.00,5.24,12.73
37807,3.00,560.00,5.23,12.74
37817,3.00,560.00,5.24,12.72
37828,3.00,580.00,5.29,12.71
37838,3.00,580.00,5.32,12.71
37850,3.00,580.00,5.36,12.70
37861,3.00,580.00,5.36,12.71
37870,3.00,580.00,5.32,12.71
37880,3.00,560.00,5.32,12.71
37890,3.00,560.00,5.30,12.72
37901,3.00,560.00,5.29,12.71
37910,3.00,580.00,5.28,12.72
37919,3.00,580.00,5.26,12.72
37929,3.00,580.00,5.26,12.73
37940,3.00,580.00,5.17,12.75
37955,3.00,600.00,5.14,12.75
37965,3.00,560.00,5.11,12.75
37978,3.00,540.00,5.11,12.73
37988,3.00,560.00,5.14,12.75
37998,3.00,560.00,5.07,12.76
38008,3.00,540.00,5.10,12.73
38018,3.00,560.00,5.19,12.72
38027,3.00,560.00,5.19,12.73
38037,3.00,540.00,5.21,12.69
38048,3.00,520.00,5.27,12.70
38058,3.00,520.00,5.31,12.71
38067,3.00,520.00,5.32,12.72
38077,3.00,520.00,5.35,12.71
38087,3.00,520.00,5.40,12.72
38097,3.00,540.00,5.46,12.69
38107,3.00,540.00,5.53,12.67
38116,3.00,500.00,5.53,12.69
38127,3.00,500.00,5.53,12.67
38137,3.00,520.00,5.54,12.71
38147,3.00,500.00,5.50,12.71
38157,3.00,500.00,5.48,12.69
38166,3.00,540.00,5.50,12.71
38176,3.00,540.00,5.55,12.70
38186,3.00,520.00,5.49,12.68
38196,3.00,540.00,5.50,12.71
38206,3.00,560.00,5.49,12.71
38215,3.00,540.00,5.39,12.73
38226,3.00,560.00,5.37,12.71
38235,3.00,580.00,5.33,12.73
38245,3.00,580.00,5.27,12.73
38254,3.00,560.00,5.25,12.71
38264,3.00,580.00,5.25,12.72
38274,3.00,580.00,5.25,12.73
38284,3.00,560.00,5.23,12.73
38293,3.00,560.00,5.27,12.71
38303,3.00,560.00,5.30,12.71
38313,3.00,560.00,5.30,12.72
38322,3.00,560.00,5.32,12.71
38332,3.00,560.00,5.36,12.68
38342,3.00,560.00,5.40,12.69
38352,3.00,560.00,5.40,12.70
38363,3.00,560.00,5.40,12.70
38376,3.00,540.00,5.40,12.69
38387,3.00,540.00,5.39,12.68
38397,3.00,540.00,5.43,12.69
38409,3.00,540.00,5.39,12.69
38420,3.00,540.00,5.48,12.66
38429,3.00,560.00,5.51,12.68
38440,3.00,540.00,5.47,12.68
38449,3.00,560.00,5.53,12.66
38460,3.00,540.00,5.49,12.68
38469,3.00,560.00,5.54,12.66
38479,3.00,560.00,5.54,12.68
38489,3.00,580.00,5.52,12.71
38498,3.00,560.00,5.43,12.71
38508,3.00,560.00,5.40,12.71
38521,3.00,580.00,5.36,12.71
38531,3.00,560.00,5.33,12.71
38541,3.00,560.00,5.29,12.72
38552,3.00,580.00,5.23,12.71
38564,3.00,580.00,5.21,12.71
38574,3.00,580.00,5.20,12.71
38583,3.00,600.00,5.20,12.70
38593,3.00,580.00,5.20,12.71
38603,3.00,580.00,5.20,12.71
38616,3.00,560.00,5.19,12.70
38627,3.00,560.00,5.18,12.71
38636,3.00,560.00,5.20,12.69
38646,3.00,560.00,5.25,12.70
38655,3.00,560.00,5.27,12.69
38666,3.00,560.00,5.30,12.70
38676,3.00,560.00,5.28,12.70
38684,3.00,560.00,5.30,12.69
38694,3.00,560.00,5.32,12.70
38704,3.00,560.00,5.33,12.69
38714,3.00,580.00,5.34,12.69
38724,3.00,560.00,5.36,12.69
38733,3.00,540.00,5.40,12.69
38744,3.00,540.00,5.42,12.68
38754,3.00,540.00,5.43,12.68
38764,3.00,520.00,5.45,12.68
38773,3.00,540.00,5.53,12.66
38783,3.00,540.00,5.49,12.69
38793,3.00,560.00,5.45,12.69
38803,3.00,540.00,5.44,12.67
38812,3.00,540.00,5.55,12.65
38825,3.00,540.00,5.60,12.65
38836,3.00,560.00,5.66,12.65
38846,3.00,540.00,5.58,12.68
38856,3.00,560.00,5.58,12.66
38866,3.00,560.00,5.54,12.68
38875,3.00,560.00,5.46,12.69
38888,3.00,540.00,5.38,12.69
38897,3.00,560.00,5.40,12.67
38906,3.00,560.00,5.43,12.68
38917,3.00,580.00,5.45,12.67
38926,3.00,600.00,5.37,12.71
38936,3.00,620.00,5.32,12.70
38945,3.00,600.00,5.31,12.71
38956,3.00,580.00,5.28,12.70
38966,3.00,580.00,5.27,12.70
38975,3.00,560.00,5.27,12.70
38985,3.00,560.00,5.29,12.69
38995,3.00,560.00,5.32,12.69
39004,3.00,580.00,5.37,12.67
39014,3.00,560.00,5.40,12.68
39025,3.00,560.00,5.36,12.70
39034,3.00,540.00,5.35,12.70
39043,3.00,560.00,5.33,12.70
39053,3.00,560.00,5.35,12.68
39064,3.00,560.00,5.39,12.68
39073,3.00,540.00,5.44,12.67
39086,3.00,540.00,5.49,12.66
39095,3.00,540.00,5.50,12.67
39106,3.00,520.00,5.50,12.66
39115,3.00,540.00,5.59,12.65
39127,3.00,540.00,5.63,12.64
39138,3.00,560.00,5.70,12.65
39149,3.00,540.00,5.71,12.65
39160,3.00,560.00,5.69,12.66
39169,3.00,560.00,5.70,12.65
39179,3.00,560.00,5.67,12.66
39188,3.00,580.00,5.67,12.67
39198,3.00,580.00,5.58,12.69
39207,3.00,580.00,5.51,12.69
39219,3.00,580.00,5.45,12.69
39228,3.00,600.00,5.40,12.70
39238,3.00,600.00,5.39,12.69
39247,3.00,580.00,5.36,12.69
39257,3.00,560.00,5.32,12.70
39266,3.00,560.00,5.27,12.71
39276,3.00,560.00,5.26,12.70
39286,3.00,540.00,5.27,12.70
39296,3.00,560.00,5.28,12.69
39305,3.00,560.00,5.32,12.68
39315,3.00,560.00,5.39,12.67
Start Going Up
46382,3.00,0.00,0.00,0.00
46393,3.00,0.00,0.00,0.00
46402,3.00,0.00,0.00,0.00
46435,3.00,0.00,0.33,13.24
46462,3.00,60.00,0.52,13.23
46471,3.00,120.00,0.57,13.22
46481,3.00,120.00,0.65,13.20
46491,3.00,140.00,0.79,13.18
46500,3.00,120.00,0.94,13.16
46510,3.00,140.00,1.09,13.15
46521,3.00,160.00,1.31,13.11
46530,3.00,180.00,1.55,13.08
46539,3.00,180.00,1.80,13.04
46549,3.00,180.00,2.07,13.02
46560,3.00,180.00,2.44,12.95
46570,3.00,200.00,2.81,12.90
46580,3.00,200.00,3.17,12.90
46590,3.00,200.00,3.55,12.85
46601,3.00,220.00,3.97,12.76
46610,3.00,220.00,4.33,12.75
46619,3.00,220.00,4.72,12.70
46630,3.00,220.00,5.18,12.66
46641,3.00,240.00,5.67,12.59
46658,3.00,280.00,6.62,12.49
46669,3.00,320.00,7.02,12.45
46679,3.00,380.00,7.37,12.44
46689,3.00,420.00,7.67,12.42
46698,3.00,440.00,7.97,12.36
46710,3.00,500.00,8.21,12.35
46726,3.00,520.00,8.53,12.34
46738,3.00,540.00,8.74,12.34
46747,3.00,560.00,8.95,12.31
46757,3.00,600.00,9.03,12.30
46767,3.00,620.00,9.20,12.27
46777,3.00,680.00,9.38,12.25
46787,3.00,700.00,9.43,12.28
46797,3.00,740.00,9.61,12.24
46808,3.00,780.00,9.69,12.26
46817,3.00,800.00,9.70,12.26
46827,3.00,820.00,9.72,12.24
46837,3.00,860.00,9.82,12.23
46849,3.00,900.00,9.82,12.26
46859,3.00,980.00,9.77,12.27
46868,3.00,1020.00,9.74,12.25
46879,3.00,1060.00,9.67,12.27
46888,3.00,1080.00,9.56,12.30
46898,3.00,1080.00,9.38,12.32
46908,3.00,1100.00,9.23,12.31
46917,3.00,1100.00,9.14,12.32
46927,3.00,1140.00,9.07,12.33
46938,3.00,1160.00,8.91,12.36
46948,3.00,1160.00,8.78,12.37
46958,3.00,1180.00,8.62,12.39
46968,3.00,1200.00,8.41,12.42
46979,3.00,1180.00,8.18,12.45
46988,3.00,1220.00,8.07,12.43
46998,3.00,1220.00,8.01,12.43
47009,3.00,1220.00,7.92,12.44
47019,3.00,1240.00,7.83,12.45
47027,3.00,1260.00,7.67,12.50
47038,3.00,1260.00,7.57,12.47
47047,3.00,1240.00,7.55,12.47
47057,3.00,1260.00,7.55,12.47
47066,3.00,1260.00,7.56,12.45
47076,3.00,1220.00,7.46,12.49
47086,3.00,1220.00,7.33,12.52
47096,3.00,1220.00,7.24,12.51
47106,3.00,1200.00,7.24,12.49
47115,3.00,1200.00,7.18,12.52
47127,3.00,1220.00,7.13,12.52
47136,3.00,1180.00,7.03,12.52
47153,3.00,1200.00,7.03,12.52
47165,3.00,1180.00,7.05,12.51
47174,3.00,1180.00,7.08,12.52
47187,3.00,1180.00,7.02,12.52
47197,3.00,1160.00,6.93,12.54
47207,3.00,1160.00,6.88,12.53
47216,3.00,1180.00,6.90,12.51
47244,3.00,1160.00,6.99,12.52
47268,3.00,1160.00,7.16,12.47
47278,3.00,1160.00,7.18,12.49
47288,3.00,1140.00,7.21,12.48
47298,3.00,1120.00,7.24,12.49
47309,3.00,1100.00,7.20,12.49
47318,3.00,1120.00,7.19,12.48
47328,3.00,1120.00,7.15,12.51
47338,3.00,1120.00,7.16,12.48
47348,3.00,1140.00,7.18,12.49
47359,3.00,1140.00,7.11,12.51
47368,3.00,1140.00,7.04,12.51
47377,3.00,1140.00,7.03,12.50
47388,3.00,1140.00,7.09,12.49
47402,3.00,1140.00,7.17,12.47
47413,3.00,1140.00,7.24,12.47
47424,3.00,1120.00,7.24,12.49
47434,3.00,1120.00,7.22,12.49
47443,3.00,1120.00,7.22,12.49
47455,3.00,1100.00,7.26,12.47
47466,3.00,1100.00,7.34,12.45
47478,3.00,1100.00,7.29,12.49
47488,3.00,1080.00,7.24,12.50
47499,3.00,1120.00,7.20,12.50
47510,3.00,1140.00,7.20,12.48
47521,3.00,1140.00,7.25,12.47
47531,3.00,1160.00,7.26,12.48
47542,3.00,1120.00,7.26,12.48
47553,3.00,1100.00,7.24,12.47
47562,3.00,1100.00,7.24,12.47
47572,3.00,1120.00,7.24,12.47
47582,3.00,1120.00,7.29,12.46
47591,3.00,1120.00,7.33,12.47
47601,3.00,1140.00,7.32,12.48
47611,3.00,1120.00,7.25,12.49
47621,3.00,1100.00,7.27,12.45
47632,3.00,1100.00,7.30,12.45
47645,3.00,1080.00,7.44,12.45
47660,3.00,1080.00,7.46,12.45
47670,3.00,1080.00,7.44,12.45
47680,3.00,1080.00,7.41,12.46
47691,3.00,1120.00,7.38,12.47
47700,3.00,1100.00,7.37,12.45
47710,3.00,1120.00,7.43,12.43
47720,3.00,1100.00,7.44,12.46
47729,3.00,1100.00,7.38,12.48
47740,3.00,1080.00,7.33,12.47
