Time (ms), mass (kg), Velocity (rad/s), Motor_current (A), Voltage (V)
13720,3.50,20.00,3.13,12.98
13728,3.50,20.00,3.24,12.97
13738,3.50,20.00,3.36,12.96
13748,3.50,40.00,3.38,12.97
13758,3.50,60.00,3.45,12.95
13768,3.50,60.00,3.45,12.95
13777,3.50,60.00,3.52,12.95
13787,3.50,40.00,3.55,12.95
13798,3.50,40.00,3.57,12.94
13807,3.50,20.00,3.60,12.94
13817,3.50,0.00,3.65,12.95
13825,3.50,0.00,3.64,12.95
13834,3.50,20.00,3.64,12.94
13844,3.50,20.00,3.71,12.92
13854,3.50,20.00,3.79,12.92
13863,3.50,40.00,3.90,12.90
13873,3.50,40.00,3.96,12.89
13883,3.50,20.00,4.07,12.87
13894,3.50,20.00,4.20,12.86
13904,3.50,40.00,4.27,12.87
13914,3.50,20.00,4.30,12.87
13925,3.50,20.00,4.31,12.87
13935,3.50,20.00,4.32,12.87
13944,3.50,20.00,4.31,12.88
13955,3.50,0.00,4.37,12.85
13964,3.50,20.00,4.49,12.82
13975,3.50,40.00,4.57,12.85
13985,3.50,40.00,4.60,12.83
13994,3.50,40.00,4.75,12.79
14004,3.50,40.00,4.86,12.79
14014,3.50,40.00,4.90,12.80
14023,3.50,20.00,4.91,12.81
14033,3.50,20.00,4.92,12.80
14044,3.50,40.00,5.02,12.78
14055,3.50,60.00,4.98,12.80
14065,3.50,60.00,4.99,12.80
14074,3.50,60.00,5.10,12.76
14088,3.50,60.00,5.28,12.76
14098,3.50,60.00,5.28,12.74
14107,3.50,40.00,5.34,12.76
14118,3.50,40.00,5.32,12.75
14128,3.50,60.00,5.36,12.75
14138,3.50,40.00,5.36,12.72
14149,3.50,40.00,5.54,12.73
14159,3.50,60.00,5.58,12.72
14169,3.50,40.00,5.60,12.72
14178,3.50,60.00,5.60,12.69
14188,3.50,80.00,5.70,12.71
14197,3.50,80.00,5.75,12.67
14207,3.50,80.00,5.84,12.68
14216,3.50,60.00,5.93,12.68
14228,3.50,80.00,5.95,12.68
14236,3.50,80.00,5.98,12.68
14246,3.50,80.00,6.03,12.67
14255,3.50,80.00,6.08,12.67
14265,3.50,100.00,6.07,12.67
14275,3.50,100.00,6.07,12.67
14284,3.50,100.00,6.09,12.68
14294,3.50,100.00,6.10,12.66
14304,3.50,100.00,6.12,12.68
14314,3.50,120.00,6.00,12.70
14323,3.50,120.00,5.93,12.71
14333,3.50,140.00,5.92,12.69
14344,3.50,160.00,5.91,12.69
14355,3.50,180.00,5.96,12.69
14364,3.50,160.00,5.97,12.67
14375,3.50,180.00,5.97,12.68
14384,3.50,180.00,5.97,12.68
14394,3.50,160.00,5.89,12.70
14405,3.50,160.00,5.93,12.68
14415,3.50,180.00,5.93,12.67
14425,3.50,180.00,5.89,12.70
14435,3.50,180.00,5.91,12.69
14445,3.50,200.00,5.86,12.69
14455,3.50,200.00,5.76,12.71
14466,3.50,200.00,5.68,12.73
14476,3.50,200.00,5.67,12.70
14485,3.50,180.00,5.62,12.72
14494,3.50,180.00,5.60,12.73
14504,3.50,160.00,5.59,12.72
14513,3.50,180.00,5.52,12.73
14523,3.50,180.00,5.52,12.73
14538,3.50,200.00,5.44,12.76
14550,3.50,180.00,5.32,12.74
14559,3.50,180.00,5.26,12.75
14569,3.50,160.00,5.20,12.76
14578,3.50,160.00,5.17,12.76
14592,3.50,200.00,5.14,12.77
14602,3.50,200.00,5.16,12.75
14611,3.50,180.00,5.19,12.74
14621,3.50,200.00,5.18,12.76
14630,3.50,180.00,5.19,12.74
14641,3.50,160.00,5.16,12.76
14651,3.50,160.00,5.19,12.75
14662,3.50,180.00,5.18,12.76
14673,3.50,180.00,5.13,12.76
14683,3.50,180.00,5.16,12.76
14692,3.50,180.00,5.14,12.75
14702,3.50,180.00,5.12,12.77
14713,3.50,160.00,5.10,12.75
14724,3.50,160.00,5.11,12.76
14734,3.50,180.00,5.13,12.76
14742,3.50,180.00,5.08,12.77
14752,3.50,160.00,5.03,12.80
14762,3.50,180.00,5.05,12.75
14772,3.50,160.00,5.02,12.79
14782,3.50,140.00,5.03,12.75
14792,3.50,140.00,4.96,12.80
14801,3.50,160.00,4.98,12.77
14811,3.50,140.00,4.92,12.78
14821,3.50,160.00,4.99,12.77
14830,3.50,160.00,5.03,12.74
14840,3.50,140.00,5.00,12.79
14849,3.50,140.00,4.97,12.76
14860,3.50,140.00,5.04,12.78
14870,3.50,140.00,4.99,12.76
14880,3.50,140.00,4.92,12.80
14890,3.50,160.00,4.96,12.75
14900,3.50,140.00,4.98,12.79
14910,3.50,160.00,5.00,12.75
14922,3.50,140.00,4.97,12.78
14932,3.50,160.00,5.02,12.76
14942,3.50,160.00,4.93,12.77
14952,3.50,160.00,4.94,12.79
14961,3.50,160.00,4.95,12.76
14971,3.50,160.00,4.98,12.78
14980,3.50,160.00,4.98,12.75
14990,3.50,140.00,4.93,12.80
14999,3.50,160.00,4.96,12.76
15009,3.50,160.00,4.96,12.75
15019,3.50,160.00,4.93,12.80
15028,3.50,160.00,4.93,12.75
15039,3.50,180.00,4.94,12.79
15052,3.50,160.00,4.97,12.76
15064,3.50,160.00,4.91,12.79
15074,3.50,160.00,4.96,12.77
15083,3.50,180.00,4.89,12.77
15103,3.50,180.00,4.96,12.76
15113,3.50,180.00,4.92,12.77
15123,3.50,200.00,5.00,12.76
15132,3.50,160.00,4.89,12.79
15142,3.50,140.00,4.95,12.76
15152,3.50,160.00,4.91,12.78
15162,3.50,140.00,4.94,12.78
15172,3.50,140.00,4.93,12.76
15182,3.50,160.00,4.97,12.76
15193,3.50,160.00,4.91,12.78
15202,3.50,160.00,4.84,12.79
15212,3.50,160.00,4.87,12.77
15223,3.50,140.00,4.87,12.77
15233,3.50,120.00,4.81,12.80
15243,3.50,120.00,4.87,12.76
15253,3.50,100.00,4.92,12.76
15265,3.50,100.00,4.97,12.76
15274,3.50,120.00,5.00,12.76
15283,3.50,120.00,5.02,12.76
15293,3.50,120.00,5.05,12.74
15304,3.50,120.00,5.09,12.74
15313,3.50,120.00,5.14,12.74
15323,3.50,100.00,5.11,12.75
15333,3.50,100.00,5.12,12.75
15343,3.50,100.00,5.10,12.76
15352,3.50,100.00,5.08,12.75
15362,3.50,100.00,5.12,12.75
15374,3.50,100.00,5.04,12.78
15385,3.50,100.00,5.02,12.76
15394,3.50,100.00,5.01,12.76
15404,3.50,120.00,4.98,12.76
15413,3.50,120.00,5.01,12.76
15423,3.50,120.00,4.99,12.77
15434,3.50,120.00,5.01,12.75
15447,3.50,120.00,5.05,12.75
15458,3.50,100.00,5.05,12.73
15467,3.50,100.00,5.10,12.74
15478,3.50,100.00,5.14,12.72
15488,3.50,120.00,5.21,12.74
15498,3.50,120.00,5.19,12.71
15507,3.50,140.00,5.23,12.73
15519,3.50,140.00,5.25,12.72
15530,3.50,120.00,5.25,12.74
15539,3.50,140.00,5.27,12.71
15550,3.50,160.00,5.23,12.76
15562,3.50,140.00,5.16,12.75
15573,3.50,160.00,5.18,12.73
15584,3.50,160.00,5.19,12.75
15594,3.50,160.00,5.06,12.77
15609,3.50,140.00,5.05,12.74
15621,3.50,140.00,5.09,12.74
15629,3.50,140.00,5.10,12.73
15639,3.50,140.00,5.10,12.75
15651,3.50,160.00,5.16,12.74
15661,3.50,180.00,5.11,12.76
15671,3.50,160.00,5.09,12.74
15686,3.50,140.00,5.11,12.75
15692,3.50,140.00,5.01,12.77
15705,3.50,120.00,5.01,12.75
15714,3.50,100.00,5.05,12.74
15725,3.50,120.00,5.13,12.74
15734,3.50,160.00,5.16,12.71
15744,3.50,140.00,5.17,12.74
15753,3.50,140.00,5.19,12.73
15763,3.50,140.00,5.27,12.71
15773,3.50,140.00,5.27,12.73
15783,3.50,120.00,5.33,12.70
15791,3.50,120.00,5.29,12.74
15801,3.50,140.00,5.29,12.73
15811,3.50,160.00,5.24,12.74
15821,3.50,140.00,5.21,12.73
15830,3.50,140.00,5.24,12.73
15840,3.50,160.00,5.30,12.73
15850,3.50,140.00,5.17,12.73
15859,3.50,140.00,5.19,12.73
15869,3.50,160.00,5.19,12.74
15878,3.50,160.00,5.05,12.78
15887,3.50,140.00,5.05,12.75
15897,3.50,140.00,5.02,12.76
15907,3.50,160.00,5.01,12.75
15918,3.50,140.00,5.01,12.76
15928,3.50,160.00,4.93,12.76
15937,3.50,160.00,4.94,12.76
15948,3.50,160.00,4.95,12.75
15959,3.50,160.00,4.98,12.74
15970,3.50,160.00,5.00,12.74
15980,3.50,140.00,4.99,12.76
15990,3.50,140.00,4.97,12.75
16000,3.50,140.00,4.97,12.77
16010,3.50,140.00,4.97,12.73
16020,3.50,140.00,4.99,12.73
16030,3.50,140.00,5.01,12.75
16041,3.50,160.00,4.97,12.75
16051,3.50,140.00,5.05,12.72
16060,3.50,140.00,4.98,12.76
16070,3.50,140.00,4.99,12.76
16080,3.50,140.00,4.92,12.76
16089,3.50,140.00,5.00,12.73
16098,3.50,140.00,4.97,12.76
16108,3.50,140.00,5.00,12.74
16118,3.50,140.00,5.00,12.74
16127,3.50,140.00,4.97,12.72
16137,3.50,140.00,5.05,12.76
16147,3.50,140.00,4.97,12.72
16157,3.50,140.00,5.05,12.75
16167,3.50,140.00,5.06,12.74
16177,3.50,120.00,5.05,12.73
16187,3.50,120.00,5.13,12.76
16197,3.50,120.00,5.02,12.72
16206,3.50,120.00,5.10,12.75
16217,3.50,120.00,5.06,12.71
16227,3.50,120.00,5.10,12.71
16238,3.50,120.00,5.25,12.69
16247,3.50,100.00,5.29,12.70
16257,3.50,100.00,5.36,12.72
16266,3.50,120.00,5.31,12.72
16275,3.50,100.00,5.35,12.69
16286,3.50,100.00,5.45,12.67
16295,3.50,100.00,5.45,12.73
16305,3.50,100.00,5.39,12.70
16316,3.50,80.00,5.45,12.69
16326,3.50,100.00,5.35,12.73
16335,3.50,100.00,5.36,12.68
16345,3.50,100.00,5.43,12.71
16355,3.50,120.00,5.37,12.71
16366,3.50,120.00,5.44,12.68
16376,3.50,120.00,5.42,12.71
16385,3.50,120.00,5.45,12.69
16395,3.50,120.00,5.50,12.70
16405,3.50,100.00,5.40,12.70
16415,3.50,120.00,5.44,12.70
16425,3.50,120.00,5.36,12.71
16434,3.50,120.00,5.40,12.70
16444,3.50,140.00,5.31,12.72
16453,3.50,140.00,5.36,12.70
16463,3.50,120.00,5.28,12.73
16474,3.50,140.00,5.32,12.72
16484,3.50,160.00,5.32,12.69
16495,3.50,140.00,5.23,12.73
16505,3.50,160.00,5.29,12.71
16515,3.50,180.00,5.24,12.70
16525,3.50,180.00,5.23,12.73
16534,3.50,160.00,5.27,12.70
16544,3.50,180.00,5.21,12.73
16555,3.50,180.00,5.19,12.73
16567,3.50,200.00,5.19,12.72
16577,3.50,200.00,5.18,12.72
16587,3.50,220.00,5.14,12.76
16597,3.50,220.00,5.08,12.75
16606,3.50,220.00,4.98,12.75
16616,3.50,200.00,4.92,12.76
16625,3.50,200.00,4.88,12.76
16635,3.50,200.00,4.84,12.77
16645,3.50,200.00,4.81,12.76
16655,3.50,200.00,4.79,12.76
16665,3.50,200.00,4.79,12.76
16674,3.50,200.00,4.79,12.76
16685,3.50,200.00,4.79,12.76
16694,3.50,200.00,4.81,12.75
16704,3.50,200.00,4.79,12.76
16713,3.50,200.00,4.79,12.76
16724,3.50,200.00,4.75,12.77
16734,3.50,200.00,4.67,12.78
16745,3.50,180.00,4.66,12.78
16754,3.50,180.00,4.64,12.78
16764,3.50,160.00,4.60,12.79
16774,3.50,160.00,4.57,12.78
16783,3.50,160.00,4.55,12.78
16793,3.50,180.00,4.58,12.78
16803,3.50,160.00,4.58,12.77
16813,3.50,180.00,4.62,12.77
16823,3.50,160.00,4.60,12.77
16832,3.50,140.00,4.66,12.76
16845,3.50,140.00,4.63,12.77
16853,3.50,140.00,4.64,12.78
16863,3.50,140.00,4.65,12.76
16873,3.50,140.00,4.71,12.76
16883,3.50,140.00,4.70,12.77
16894,3.50,120.00,4.73,12.76
16903,3.50,140.00,4.70,12.78
16913,3.50,120.00,4.74,12.75
16924,3.50,120.00,4.75,12.76
16933,3.50,120.00,4.68,12.77
16944,3.50,120.00,4.73,12.76
16955,3.50,100.00,4.72,12.77
16965,3.50,100.00,4.81,12.73
16974,3.50,100.00,4.92,12.73
16984,3.50,100.00,4.93,12.74
16994,3.50,120.00,5.05,12.72
17004,3.50,120.00,5.04,12.74
17014,3.50,120.00,5.05,12.72
17024,3.50,100.00,5.10,12.71
17034,3.50,120.00,5.10,12.73
17044,3.50,80.00,5.10,12.71
17056,3.50,80.00,5.09,12.73
17067,3.50,100.00,5.01,12.72
17075,3.50,120.00,5.05,12.72
17086,3.50,100.00,5.05,12.73
17096,3.50,120.00,5.03,12.72
17106,3.50,120.00,5.03,12.74
17116,3.50,120.00,4.98,12.74
17127,3.50,120.00,5.04,12.75
17137,3.50,120.00,5.01,12.72
17146,3.50,120.00,5.05,12.73
17157,3.50,120.00,5.03,12.73
17168,3.50,100.00,5.02,12.71
17178,3.50,100.00,5.12,12.73
17188,3.50,120.00,5.14,12.71
17198,3.50,120.00,5.08,12.73
17209,3.50,120.00,5.05,12.72
17219,3.50,120.00,5.14,12.69
17228,3.50,120.00,5.23,12.69
17238,3.50,100.00,5.29,12.68
17249,3.50,100.00,5.42,12.67
17260,3.50,80.00,5.39,12.70
17269,3.50,80.00,5.37,12.69
17278,3.50,80.00,5.45,12.67
17289,3.50,80.00,5.48,12.67
17298,3.50,80.00,5.43,12.69
17308,3.50,100.00,5.43,12.66
17317,3.50,100.00,5.47,12.69
17327,3.50,80.00,5.49,12.69
17337,3.50,80.00,5.46,12.67
17346,3.50,80.00,5.45,12.67
17357,3.50,60.00,5.54,12.66
17368,3.50,60.00,5.61,12.67
17379,3.50,80.00,5.66,12.66
17389,3.50,80.00,5.69,12.64
17398,3.50,100.00,5.76,12.64
17408,3.50,100.00,5.76,12.62
17417,3.50,100.00,5.84,12.61
17428,3.50,100.00,5.94,12.62
17438,3.50,100.00,5.97,12.63
17448,3.50,100.00,5.93,12.62
17458,3.50,120.00,5.97,12.62
17468,3.50,140.00,5.98,12.62
17477,3.50,140.00,5.99,12.63
17487,3.50,140.00,5.94,12.63
17498,3.50,140.00,5.95,12.64
17508,3.50,140.00,5.88,12.65
17517,3.50,160.00,5.85,12.69
17527,3.50,160.00,5.76,12.64
17536,3.50,180.00,5.70,12.68
17550,3.50,200.00,5.55,12.69
17560,3.50,180.00,5.53,12.65
17570,3.50,180.00,5.49,12.69
17579,3.50,180.00,5.44,12.69
17589,3.50,180.00,5.45,12.69
17599,3.50,220.00,5.40,12.69
17609,3.50,220.00,5.29,12.70
17620,3.50,220.00,5.23,12.73
17638,3.50,200.00,5.21,12.70
17649,3.50,200.00,5.14,12.70
17663,3.50,180.00,5.10,12.74
17673,3.50,200.00,5.14,12.69
17682,3.50,220.00,5.10,12.71
17693,3.50,220.00,5.06,12.73
17703,3.50,220.00,5.03,12.72
17713,3.50,220.00,4.94,12.73
17722,3.50,200.00,4.90,12.74
17732,3.50,200.00,4.86,12.76
17741,3.50,200.00,4.87,12.72
17751,3.50,200.00,4.84,12.73
17762,3.50,200.00,4.85,12.75
17771,3.50,180.00,4.85,12.73
17781,3.50,180.00,4.79,12.76
17792,3.50,180.00,4.80,12.76
17801,3.50,180.00,4.83,12.74
17811,3.50,180.00,4.80,12.73
17821,3.50,200.00,4.81,12.75
17831,3.50,200.00,4.79,12.75
17841,3.50,200.00,4.67,12.77
17851,3.50,180.00,4.65,12.77
17860,3.50,180.00,4.57,12.77
17870,3.50,180.00,4.56,12.77
17880,3.50,160.00,4.55,12.77
17889,3.50,160.00,4.50,12.78
17900,3.50,180.00,4.53,12.76
17910,3.50,160.00,4.54,12.76
17919,3.50,160.00,4.52,12.76
17929,3.50,160.00,4.51,12.77
17939,3.50,140.00,4.53,12.77
17948,3.50,120.00,4.50,12.79
17958,3.50,140.00,4.50,12.77
17967,3.50,120.00,4.49,12.76
17977,3.50,120.00,4.50,12.76
17988,3.50,120.00,4.56,12.78
17997,3.50,140.00,4.56,12.76
18007,3.50,140.00,4.59,12.75
18019,3.50,120.00,4.63,12.77
18028,3.50,100.00,4.66,12.73
18038,3.50,80.00,4.75,12.73
18048,3.50,100.00,4.79,12.74
18058,3.50,100.00,4.79,12.73
18068,3.50,100.00,4.82,12.72
18078,3.50,120.00,4.87,12.71
18088,3.50,120.00,4.93,12.70
18097,3.50,100.00,4.99,12.70
18107,3.50,100.00,5.06,12.73
18116,3.50,100.00,5.07,12.73
18126,3.50,120.00,5.05,12.72
18135,3.50,120.00,5.04,12.72
18145,3.50,120.00,5.01,12.72
18154,3.50,120.00,5.07,12.70
18164,3.50,120.00,5.02,12.74
18174,3.50,100.00,4.99,12.72
18184,3.50,100.00,5.01,12.72
18194,3.50,100.00,4.99,12.73
18204,3.50,100.00,5.01,12.71
18215,3.50,100.00,5.05,12.71
18225,3.50,100.00,5.12,12.69
18236,3.50,100.00,5.23,12.67
18246,3.50,100.00,5.28,12.68
18257,3.50,100.00,5.32,12.67
18266,3.50,100.00,5.43,12.66
18279,3.50,100.00,5.45,12.68
18289,3.50,100.00,5.45,12.66
18299,3.50,80.00,5.50,12.66
18309,3.50,80.00,5.45,12.69
18318,3.50,80.00,5.40,12.68
18327,3.50,80.00,5.40,12.66
18338,3.50,80.00,5.45,12.68
18348,3.50,100.00,5.44,12.66
18358,3.50,100.00,5.45,12.68
18369,3.50,120.00,5.43,12.66
18377,3.50,120.00,5.43,12.66
18387,3.50,120.00,5.49,12.69
18398,3.50,120.00,5.41,12.66
18406,3.50,140.00,5.44,12.68
18416,3.50,140.00,5.41,12.66
18426,3.50,120.00,5.42,12.68
18436,3.50,120.00,5.42,12.68
18446,3.50,140.00,5.36,12.70
18457,3.50,140.00,5.35,12.68
18466,3.50,120.00,5.33,12.66
18476,3.50,140.00,5.34,12.66
18486,3.50,160.00,5.42,12.69
18495,3.50,140.00,5.34,12.68
18506,3.50,160.00,5.35,12.68
18515,3.50,160.00,5.28,12.69
18524,3.50,160.00,5.25,12.72
18535,3.50,140.00,5.20,12.69
18546,3.50,160.00,5.18,12.70
18558,3.50,160.00,5.20,12.67
18569,3.50,160.00,5.23,12.69
18578,3.50,180.00,5.23,12.69
18587,3.50,180.00,5.19,12.69
18598,3.50,180.00,5.24,12.69
18608,3.50,160.00,5.24,12.69
18617,3.50,160.00,5.21,12.70
18628,3.50,160.00,5.20,12.69
18637,3.50,160.00,5.19,12.69
18648,3.50,160.00,5.21,12.70
18658,3.50,160.00,5.17,12.70
18668,3.50,180.00,5.17,12.68
18678,3.50,180.00,5.20,12.69
18688,3.50,160.00,5.21,12.70
18698,3.50,160.00,5.15,12.70
18708,3.50,160.00,5.18,12.69
18718,3.50,160.00,5.14,12.70
18728,3.50,160.00,5.14,12.69
18738,3.50,160.00,5.14,12.69
18748,3.50,180.00,5.10,12.72
18758,3.50,180.00,5.04,12.73
18768,3.50,180.00,5.01,12.71
18778,3.50,160.00,5.01,12.74
18791,3.50,140.00,4.95,12.71
18800,3.50,160.00,4.88,12.73
18810,3.50,160.00,4.92,12.72
18820,3.50,160.00,4.89,12.73
18830,3.50,160.00,4.82,12.75
18840,3.50,180.00,4.89,12.69
18849,3.50,160.00,4.90,12.74
18858,3.50,140.00,4.91,12.71
18868,3.50,140.00,4.86,12.74
18878,3.50,140.00,4.86,12.71
18888,3.50,120.00,4.86,12.73
18898,3.50,140.00,4.90,12.72
18909,3.50,140.00,4.88,12.73
18917,3.50,140.00,4.85,12.70
18926,3.50,140.00,4.92,12.74
18937,3.50,160.00,4.86,12.74
18945,3.50,160.00,4.92,12.70
18955,3.50,140.00,4.97,12.72
18966,3.50,120.00,4.96,12.70
18976,3.50,120.00,5.00,12.72
18986,3.50,120.00,4.91,12.72
18995,3.50,120.00,4.90,12.74
19004,3.50,140.00,4.88,12.72
19014,3.50,140.00,4.94,12.72
19024,3.50,160.00,4.98,12.70
19033,3.50,140.00,5.00,12.72
19045,3.50,140.00,4.93,12.72
19061,3.50,120.00,4.94,12.73
19071,3.50,120.00,4.96,12.70
19082,3.50,120.00,4.90,12.73
19092,3.50,120.00,4.92,12.70
19102,3.50,120.00,5.09,12.68
19111,3.50,140.00,5.11,12.69
19122,3.50,120.00,5.06,12.72
19132,3.50,140.00,5.14,12.68
19142,3.50,140.00,5.06,12.73
19154,3.50,160.00,5.04,12.69
19164,3.50,140.00,5.06,12.71
19173,3.50,140.00,5.02,12.70
19183,3.50,120.00,5.03,12.71
19192,3.50,140.00,5.04,12.69
19204,3.50,120.00,5.04,12.71
19214,3.50,140.00,5.05,12.69
19223,3.50,160.00,5.14,12.68
19233,3.50,160.00,5.13,12.70
19243,3.50,160.00,5.05,12.72
19253,3.50,160.00,5.07,12.69
19263,3.50,140.00,5.06,12.69
19273,3.50,120.00,5.01,12.72
19282,3.50,120.00,5.04,12.69
19292,3.50,120.00,5.07,12.69
19302,3.50,140.00,5.11,12.69
19311,3.50,140.00,5.02,12.72
19324,3.50,160.00,5.01,12.70
19333,3.50,160.00,5.01,12.72
19343,3.50,160.00,4.98,12.70
19352,3.50,140.00,4.96,12.73
19362,3.50,160.00,4.96,12.70
19372,3.50,140.00,4.88,12.74
19383,3.50,160.00,4.87,12.72
19392,3.50,140.00,4.84,12.73
19403,3.50,160.00,4.83,12.73
19413,3.50,140.00,4.80,12.72
19423,3.50,160.00,4.80,12.72
19432,3.50,140.00,4.80,12.73
19442,3.50,160.00,4.77,12.74
19453,3.50,160.00,4.79,12.71
19463,3.50,160.00,4.79,12.73
19473,3.50,140.00,4.82,12.71
19483,3.50,140.00,4.84,12.73
19492,3.50,140.00,4.80,12.72
19502,3.50,120.00,4.79,12.73
19512,3.50,140.00,4.84,12.70
19522,3.50,160.00,4.82,12.73
19532,3.50,160.00,4.87,12.71
19541,3.50,160.00,4.87,12.72
19553,3.50,160.00,4.94,12.69
19562,3.50,140.00,4.88,12.73
19572,3.50,140.00,4.88,12.71
19582,3.50,140.00,4.86,12.73
19592,3.50,120.00,4.84,12.72
19602,3.50,140.00,4.82,12.73
19612,3.50,160.00,4.87,12.71
19623,3.50,140.00,4.88,12.71
19632,3.50,140.00,4.94,12.70
19643,3.50,140.00,4.92,12.72
19654,3.50,140.00,4.93,12.70
19664,3.50,120.00,4.95,12.72
19673,3.50,120.00,4.90,12.71
19684,3.50,120.00,4.97,12.70
19694,3.50,140.00,4.92,12.71
19706,3.50,120.00,5.01,12.69
19715,3.50,120.00,4.97,12.72
19726,3.50,140.00,5.05,12.69
19735,3.50,140.00,5.00,12.72
19745,3.50,120.00,5.01,12.70
19755,3.50,140.00,4.98,12.71
19765,3.50,140.00,5.03,12.69
19774,3.50,120.00,4.99,12.72
19784,3.50,140.00,4.96,12.69
19795,3.50,140.00,4.96,12.71
19804,3.50,120.00,4.95,12.70
19815,3.50,140.00,4.92,12.72
19825,3.50,160.00,4.99,12.70
19837,3.50,140.00,4.92,12.69
19848,3.50,160.00,4.99,12.72
19858,3.50,140.00,4.97,12.68
19868,3.50,120.00,5.01,12.73
19877,3.50,140.00,4.95,12.70
19887,3.50,140.00,4.95,12.72
19897,3.50,140.00,4.92,12.71
19907,3.50,140.00,4.93,12.69
19918,3.50,140.00,4.92,12.70
19927,3.50,140.00,4.98,12.70
19936,3.50,140.00,4.97,12.70
19946,3.50,160.00,4.97,12.69
19956,3.50,140.00,4.97,12.69
19965,3.50,140.00,4.99,12.70
19975,3.50,140.00,4.97,12.71
